text1,text2,tag1,tag2,split,file,split
Anf. 63 TALMANNEN:,"Protokollen från sammanträdena den 9—16 december kommer att justeras
            den 10 januari 1989.",1,0,0,/content/corpus/protocols/198889/prot-198889--47.xml,train
Anf. 145 ANDREAS CARLSON (KD):,"Herr talman! Jag hade i mitt avslutningsanförande tänkt tacka
              Liberalerna för initiativet till denna debatt, jag hade tänkt
              återupprepa några av de förträffliga förslag som vi kristdemokrater
              har och jag hade tänkt säga hur laddad Alliansen är att ta över
              regeringsmakten för att ställa en hel del till rätta av det som
              den här regeringen sent har vaknat upp och insett behöver göras.
              Men jag kommer inte att göra det, utan jag kommer att hänga kvar
              vid en fråga som jag faktiskt har berört två gånger tidigare i
              den här debatten. Den föranleds av den artikel som jag har visat
              tre gånger i kammaren i kväll. Det handlar om sådant som den dåvarande
              inrikesministern påstås ha sagt till landets ledande polischefer,
              till exempel: 19 000 eller 20 000 poliser spelar ingen roll.",1,0,0,/content/corpus/protocols/201718/prot-201718--32.xml,train
"Herr Johansson, Johan Bernhard:","Herr talman! Jag tillåter mig att yttra några ord till förmån
              för den kungl. propositionen, och jag gör det, därför att jag
              anser det förslag, som här är framlagt, innebära betydliga fördelar
              framför den ordning, som nu är rådande på här förevarande område.",1,0,0,/content/corpus/protocols/1921/prot-1921--fk--22.xml,train
Anf. 89 MARIE-LOUISE HÄNEL SANDSTRÖM (M):,Fru talman! Min fråga går till utbildningsminister Anna Ekström.,1,0,0,/content/corpus/protocols/202021/prot-202021--22.xml,train
Anf. 7 JOHAN LÖNNROTH (v),"Fru talman! Jag skall börja med att yrka bifall till reservationerna
              2, 16 och 28.",1,0,0,/content/corpus/protocols/199495/prot-199495--69.xml,train
LENA ÖHRSVIK (s):,"Fru talman! De anställda vid Flygsfors Glasbruk har i dag fått
              ett mycket cyniskt besked. Regeringen tror inte på dem och deras
              möjligheter att driva bruket vidare. Man vill inte satsa de futtiga
              2,3 milj. kr. som skulle kunna ge 25-30 av dem fortsatt jobb.",1,0,0,/content/corpus/protocols/197980/prot-197980--41.xml,train
Anf. 31 Statsrådet MATS,HELLSTRÖM (s),1,1,1,/content/corpus/protocols/199596/prot-199596--55.xml,train
WALLSTRÖM (s),"Fru talman! Jag konstaterar bara att Marianne Andersson och jag
              säkerligen får anledning att återkomma till frågan om lokaliseringen
              av Sjöhistoriska museet.",1,0,0,/content/corpus/protocols/199495/prot-199495--106.xml,train
Anf. 46 KENTH SKÅRVIK (fp):,"Herr talman! Den snabba kommunala volymexpansionen under 1960-
              och 1970-talen var en bidragande orsak till innevarande samhällsekonomiska
              obalans. Det är därför nödvändigt att nu och fortsättningsvis
              begränsa kommunsektorns tillväxt. Detta är också möjligt genom
              att den tidigare expansionen skapat utrymme för och möjligheter
              till rationaliseringar och besparingar inom den kommunala organisationen.",1,0,0,/content/corpus/protocols/198384/prot-198384--168.xml,train
Anf. 47 ANTI AVSAN (M) replik:,"Fru talman! Jag talar om vittnesskydd i bred mening. Enskilda
              åtgärder kan aldrig vara lösningen.",1,0,0,/content/corpus/protocols/201718/prot-201718--104.xml,train
Herr STRÖMBERG i Botkyrka (fp):,"Herr talman! Den energiproposition vi fick förra året innebar
              också från de synpunkter som civilutskottet har att bevaka en
              viktig förändring av den svenska energipolitiken. Nu hade även
              regeringen insett att vi måste spara. Den ständiga ökningen av
              energiförbrukningen måste hållas tillbaka.",1,0,0,/content/corpus/protocols/197576/prot-197576--111.xml,train
Fru NILSSON i Kristianstad (c):,"Herr talman! Jag är ledsen att jag behövde begära ordet på nytt,
              men herr Bergqvist kom med några påståenden som jag måste bemöta.
              Herr Bergqvist undrade vad 2000 kr. betyder för medianföretaget
              i 45",1,0,0,/content/corpus/protocols/1975/prot-1975--87.xml,train
Anf. 107 Statsrådet BENGT LINDQVIST:,"Herr talman! Jag vill ta upp två viktiga områden till diskussion.
              Det ena gäller förskolan, och det andra gäller fritidshemmen.",1,0,0,/content/corpus/protocols/198586/prot-198586--161.xml,train
Anf. 89 DANIEL RIAZAT (V) replik:,Fru talman! Jag ska försöka sva ra på frågorna så gott det går.,1,0,0,/content/corpus/protocols/201415/prot-201415--100.xml,train
Ilerr MOGÅRD (s):,"Herr talman! Alla räntebeslut i centralbanker brukar benämnas
              kupper, därför att de sker så oväntat. Den som",1,0,0,/content/corpus/protocols/1958/prot-1958-a-fk--11.xml,train
Herr LASSINANTTI (s) :,"Herr talman! Efter den uttömmande debatt, som vi föregående år
              hade i denna fråga, skall jag bara med några korta erinringar
              yrka bifall till utskottets hemställan.",1,0,0,/content/corpus/protocols/1961/prot-1961--ak--9.xml,train
Anf. 37 INGEMAR ELIASSON (fp) replik:,"Fru talman! Jag skulle vilja replikera på Evert Svenssons tystnad
              på en punkt. Jag delar till fullo hans syn på arbetets värde när
              det gäller att rehabilitera människor från missbruk. Det är precis
              i det perspektivet som vi har tagit upp frågan om missbruk av
              alkohol på arbetsplatsen. Just för att göra det möjligt för en
              missbrukare att behålla sitt arbete och samtidigt göra det möjligt
              för de små företagen att också ge arbetsgemenskap åt den som missbrukar
              alkohol, måste vi lösa det dilemma som finns i de här frågorna.
              Jag hoppas att Evert Svenssons förbigående av den reservationen
              inte innebär att man inom socialdemokratin vill blunda för det
              problem som onekligen finns här.",1,0,0,/content/corpus/protocols/198283/prot-198283--130.xml,train
Herr Anderson i Storegården:,"Herr förste vice talman! Det är svårt att få en riktigt klar
              uppfattning om vad de reservanter avse, som i dag förenat sig
              om att yrka avslag. Man får en litet olika tolkning, då man hör
              herr Hamrin tala och då man hör exempelvis herr Bengtsson i Norup.
              Herr Hamrin säger, att han är emot detta avtal, därför att det
              är ett tariffavtal. Han vill, att vi skola ha ett avtal byggt
              på mest gynnad nations ställning och ingenting annat. Vad ett
              sådant avtal skulle inneburit det har ju redan ådagalagts av herr
              statsrådet och chefen för handelsdepartementet. För att åstadkomma
              ett avtal, som gick ut på att Sverige skulle behandlas som mest
              gynnad nation, hade vi givetvis icke behövt att på något sätt
              anstränga oss. Det är ju alldeles givet, att då tyskarna sagt
              upp det föregående avtalet, hade de ingenting emot att giva en
              nation, som Tyskland har så livliga handelsförbindelser med som
              Sverige, mest gynnad nations ställning. Men genom att ingå sådana
              avtal hade vi naturligtvis avsagt oss inflytande på handelspolitikens
              utveckling.",1,0,0,/content/corpus/protocols/1930/prot-1930--ak--8.xml,train
Herr Tjällgren:,"Herr talman! Jag tror jag kan säga, att samtliga ledamöter i
              Jordbruksutskottet kunna dela den uppfattning, som friherre Beck-Friis
              här gJort sig till tolk för, nämligen att ändamålet med detta
              anslag är i högsta grad nyttigt. Kungl. Maj:t har emellertid höjt
              anslaget, jämfört med motsvarande anslag 1 fjol, med 500 000 kronor.
              Motionärerna ha begärt en höjning av anslaget till 4 miljoner
              kronor. Det har utskottet inte ansett sig kunna gå med på, utan
              stannat vid den höjning, som av Kungl. Maj:t äskats.",1,0,0,/content/corpus/protocols/1947/prot-1947--fk--11.xml,train
Anf. 21 LINDA WEMMERT (M):,"Fru talman! I miljö- och jordbruksutskottets betänkande MJU9,
            Livsmedelspolitik , behandlas sammantaget 39 motioner, och jag
            vill börja med att yrka bifall till utskottets förslag i dess
            helhet.",1,0,0,/content/corpus/protocols/201213/prot-201213--77.xml,train
Anf. 85 Utbildningsminister JAN BJÖRKLUND (FP) replik:,"Fru talman! I Sverigedemokraternas iver att i riksdagen visa
              att de är emot invandring yrkar de avslag på i stort sett all
              integrationspolitik. Det begriper jag inte. Om man har den problembild
              som Jimmie Åkesson har en del av de problem som Jimmie Åkesson
              pekar på med integrationen finns, fast en del är kraftigt överdrivet
              varför vill man då inte ha en integrationspolitik i Sverige? Varför
              är ni emot till exempel den etableringsreform som nu genomförs,
              som innebär att ansvaret för integrationen i Sverige av invandrare
              som har kommit hit och ska stanna här flyttas till Arbetsförmedlingen?",1,0,0,/content/corpus/protocols/201011/prot-201011--43.xml,train
Anf. 50 STAFFAN ANGER (M):,"Herr talman! Den här kommentaren gäller en utvärdering av statens
              upplåning och skuldförvaltning mellan 2007 och 2011. Det var verkligen
              en turbulent period. Vårt intryck är emellertid att den statliga
              upplåningen och förvaltningen av statsskulden fungerat väl trots
              de oroliga ekonomiska tiderna.",1,0,0,/content/corpus/protocols/201112/prot-201112--133.xml,train
"Chefen för jordbruksdepartementet, herr statsrådet BENGTSSON,
            som yttrade:","Herr talman! Herr Åsling har frågat mig dels om jag uppmärksammat
              den till följd av den dåliga lönsamheten i näringen oroande snabba
              nedgången i mjölkproduktionen, vilken kan leda till att den uppställda
              målsättningen rörande den inhemska försörjningen av mjölk och
              mjölkprodukter inte kan upprätthållas, dels om jag är beredd att
              medverka till att skapa sådana villkor för mjölkproducenterna
              att dessa erhåller en trygghet och lönsamhet i sin pro-",1,0,0,/content/corpus/protocols/1970/prot-1970--ak--28.xml,train
Anf. 40 ISABELLA HÖKMARK (M):,"Herr talman! Först vill jag tacka statsrådet för svaret på min
              interpellation. Statsrådets svar på frågorna om konsekvenserna
              för enskilda vad gäller amorteringskravet är att han förmodligen
              vill göra dem än värre. Det är åtminstone den andemening jag läser
              i svaret, för det finns ju inga förslag om hur man ska kunna stävja
              utveckling en .",1,0,0,/content/corpus/protocols/201718/prot-201718--120.xml,train
Anf. 184 ANDERS SJÖLUND (m) replik:,"Fru talman! Vår uppfattning är att CSN inte klarar sin uppgift
              på grund av rådande struktur. Precis som alla andra verksamheter
              mår CSN bra av att konkurrensutsättas. För övrigt finns det andra
              varianter av verksamheter. Det finns ett fungerande banksystem
              i det här landet som mycket väl skulle kunna arbeta med de här
              frågorna, dvs. att bistå med studiehjälp.",1,0,0,/content/corpus/protocols/200001/prot-200001--45.xml,train
Anf. 4 Försvarsminister ANDERS THUNBORG:,"Herr talman! Oswald Söderqvist har ställt följande frågor till
              mig om JAS-projektet.",1,0,0,/content/corpus/protocols/198384/prot-198384--17.xml,train
"Fru Rönn-Christiansson: Herr talman! Jag skall bara be att få
              säga till utskottets ordförande, att det argument mot användning
              av ledarhundar, som jag icke anförde, nämligen att en ledarhund
              också kan vara till skada för en blind som har någon ledsyn, berörde
              jag icke av den anledningen att jag var rädd att komma utanför
              ämnet genom att i diskussionen även dra in frågan om hjälp åt
              personer, som icke äro helt blinda. Beträffande dessa blinda glömmer
              pensionsstyrelsen bort att nämna, att de icke få någon blindhetsersättning.","Jag har fortfarande svårt att förstå vilka blinda föreningen
              syftar på, när den säger, att vissa blinda icke lämpa sig att
              ha ledarhund. Jag trodde att herr Ståhl skulle kunna förklara
              vad föreningen menade därmed, och kanske var det dessa blinda,
              som herr Ståhl menade att föreningen åsyftade.",1,0,0,/content/corpus/protocols/1946/prot-1946--ak--11.xml,train
Anf. 149 HUGO HEGELAND (m):,"Herr talman! Detta ärende är ju något av en följetong, där den
              socialdemokratiska regeringen år efter år begär förlängning av
              valutaregleringen i ytterligare ett år.",1,0,0,/content/corpus/protocols/198788/prot-198788--122.xml,train
Anf. 69 MORGAN JOHANSSON (s):,"Fru talman! Tack för svaret, socialministern, även om jag naturligtvis
              kan säga att jag inte är nöjd med det! Problemet är att socialministern
              över huvud taget inte tycks ha förstått problemets storlek.",1,0,0,/content/corpus/protocols/200708/prot-200708--72.xml,train
Herr GUSTAFSSON i Kårby (cp):,"Herr talman! Ett ord torde komma att användas ofta här i dag,
              och det är ordet frihet. Vi får nog akta oss så att vi inte missbrukar
              ordet och tunnar ut dess betydelse. Jag vill emellertid säga till
              herr Ståhl att jag hyser djup aktning för allvaret i herr Ståhls
              tal om frihet.",1,0,0,/content/corpus/protocols/1966/prot-1966-hÃ¶st-ak--39.xml,train
"Herr Magnusson, Theodor:","Jag är medveten om att debatten har pågått alldeles för länge,
              och jag ber kammaren om ursäkt för att jag nu kommer med ett par
              repliker.",1,0,0,/content/corpus/protocols/1939/prot-1939--fk--27.xml,train
Anf. 119 NIKLAS WYKMAN (M) replik:,"Fru talman! Man kan givetvis tycka vad man vill om Moderaternas,
              Kristdemokraternas och Sverigedemokraternas förslag till budget.
              Den grupp som Jörgen Hellman pratar om, som lever med sjuk- och
              aktivitetsersättning och som förr i tiden ibland brukade kallas
              sjukpensionärer, får med Moderaternas, Sverigedemokraternas och
              Kristdemokraternas budget 830 kronor mer i månaden. Det är den
              grupp som i allas budgetförslag enskilt får mest.",1,0,0,/content/corpus/protocols/202122/prot-202122--33.xml,train
Anf. 22 Bostadsminister HANS GUSTAFSSON:,"Herr talman! Låt mig först vitsorda att jag liksom Nils Häggström
              självfallet har ett intresse av att alla som efterfrågar bostäder
              också skall få tillgång till dem. Men vi löser inte den frågan
              genom att låta byggpriserna rusa i väg och staten rusa förbi med
              ytterligare subventioner.",1,0,0,/content/corpus/protocols/198687/prot-198687--20.xml,train
Herr Danielsson:,"Herr talman! Jag tillhör en av de fyra utskottsledamöter, som
              visserligen gått in för utskottets avslagsyrkande, men som i en
              särskild reservation tillkännagivit motiven till att man för närvarande
              icke anser behov av en ny och allsidig försvarsutredning vara
              för handen. Inledningsvis säges i denna reservation, att 1925
              års försvarsbeslut var betingat av det dåvarande militärpolitiska
              läget och av vår ekonomiska ställning, och man framhåller sedan,
              att någon förskjutning i dessa faktorer icke inträffat, som kan
              motivera upptagandet av en undersökning av hela vårt försvarsproblem.
              Denna sats torde ingen försöka sig på att jäva. Vårt försvarspolitiska
              läge nu och 1925 borde väl vara ungefär detsamma, och våra ekonomiska
              möjligheter likaså. Däremot — framhåller man i den av herr Carlsson
              i Gävle m. fl. avgivna reservationen — anser man ögonblicket inne
              för att internationellt främja en allmän rustningsminskning. Denna
              stora tanke kanhända tidens största, en tanke som ligger vida
              utöver, delvis utom alla försvarsutredningar — ha reservanterna
              härmed velat giva sin anslutning till. Man säger sedan vidare
              i reservationen: »Till förmån för utredningskravet har anförts,
              att flygvapnets utveckling och gaskrigets verkningar samt behovet
              av försvarsoch skyddsmedel på dessa områden böra föranleda en
              nyprövning av hela försvarsfrågan». Men man fortsätter: »Utskottet,
              som icke kan finna denna mening äga tillräckligt bärande skäl,
              vill erinra om att en luftförsvarsutredning pågår och förutsätter,
              att de behov, som därav kunna förväntas framgå, bliva tillgodosedda
              inom den kostnadsram, som följer av 1925 års försvarsbeslut.»
              Den föregående ärade talaren påstod, att vi reservanter skulle
              ha sagt, att ingenting inträffat sedan 1925, som skulle motivera
              en utredning rörande en omläggning av försvarsväsendet. Detta
              framgår icke av de av mig citerade raderna. Man säger icke, att
              ingenting inträffat, men man anser, att den utveckling på det
              vapentekniska området, som ägt rum sedan 1925, icke med tillräckligt
              bärande skäl motiverar, att man nu företager en stor och genomgripande
              utredning. Jag tror verkligen, att man kan stå för denna sats,
              även om den föregående talaren sade, att vår syn på saken beror
              på att vi icke vilja se förhållandena sådana de äro.",1,0,0,/content/corpus/protocols/1929/prot-1929--ak--23.xml,train
Anf. 65 HANS KARLSSON (s):,"Herr talman! Specialskolorna som institution eller som form tror
              jag leder till att motverka det som jag åtminstone tidigare har
              uppfattat vara alla riksdagsledamöters ambition, nämligen att
              skapa valfrihet. Så länge den här formen finns kommer vi inte
              att få den utveckling som vi behöver för att alla barn ska ha
              möjlighet att gå i skola i sin hemkommun och att bo hemma hos
              sina föräldrar.",1,0,0,/content/corpus/protocols/19992000/prot-19992000--11.xml,train
Anf. 98 HÅKAN LARSSON (c) replik:,"Fru talman! Jag tycker att vi först ska ha en bred folklig diskussion
              om hur vi vill att Sverige ska samarbeta i Europeiska unionen
              och i Europa över huvud taget och sedan dra slutsatsen av vad
              det innebär grundlagsmässigt.",1,0,0,/content/corpus/protocols/200203/prot-200203--20.xml,train
"Herr LARSSON, THORSTEN, (cp):","Herr talman! Jag vill framföra mitt tack för kommunikationsminister
              Lundkvists svar. Jag anförde i min interpellation att de danska
              myndigheterna bör delges de allvarliga betänkligheter som man
              kan hysa från svensk sida för detta projekt. Utifrån min frågeställning
              rörande den miljöpåverkan — i negativ riktning — som den eventuella
              storflygplatsen får för Malmö stad och omkringliggande kuststräckor
              är svaret av särskilt stort intresse.",1,0,0,/content/corpus/protocols/1968/prot-1968-hÃ¶st-fk--42.xml,train
Härefter anförde: Herr NETZÉN (s):,"Herr talman! Tillåt mig bara att anställa några reflexioner kring
              en liten",1,0,0,/content/corpus/protocols/1957/prot-1957--ak--22.xml,train
Herr talmannen:,"Då ifrågavarande motion enligt min uppfattning är av beskaffenhet
              att grundlagsenligt böra remitteras till lagutskott, finner jag
              mig förhindrad att framställa proposition på det av herr Mellén
              nu gjorda yrkandet att motionen icke måtte remitteras.",1,0,0,/content/corpus/protocols/1932/prot-1932--fk--18.xml,train
Anf. 26 ÅSA WESTLUND (S):,"Herr talman! Tack, statsministern, för återrapporten! Det var
              glädjande att det kunde bli ett entydigt fördömande av det turkiska
              agerandet och Turkiets brott mot folkrätten. Det är också glädjande
              att Sverige har fått gehör för ett EU-gemensamt vapenembargo.
              Sverige har självt stoppat vapenexporten, och andra länder följer
              efter. Vi är även beredda att göra mer.",1,0,0,/content/corpus/protocols/201920/prot-201920--23.xml,train
Herr LINDAHL i Hamburgsund (fp):,"Herr talman! Jag skall något kommentera vad herr Mossberg och
              fru Cederqvist har sagt i sina anföranden.",1,0,0,/content/corpus/protocols/197677/prot-197677--138.xml,train
Herr Bondeson:,"På grund av att jag deltagit i utskottet vid behandling av denna
              motion och då de föregående talarna, som yrkat bifall till utskottets
              förslag, äro tjänstemän, vill jag såsom näringsidkare be att få
              säga ett par ord i föreliggande fråga.",1,0,0,/content/corpus/protocols/1923/prot-1923--fk--18.xml,train
Anf. 29 SINIKKA BOHLIN (s) replik:,"Herr talman! Som jag tidigare sade är kunskapen oftast grunden
              för att få en människa att agera på ett miljövänligt sätt. Kanske
              är det så att vi med tanke på den välfärd som vi lever i har blivit
              lite bekväma i vårt sätt att vara. Det är väldigt enkelt att tala
              om miljöfrågor men när man som enskild människa ställs inför valet
              att ändra sitt beteende blir det mycket svårare.",1,0,0,/content/corpus/protocols/200001/prot-200001--42.xml,train
Herr Undén:,"Herr talman! I herr Bergmans argumentation hade jag svårt att
              förstå vad han menade med den konstitutionella synpunkten, som
              skulle påkalla en begränsning av ifrågavarande lags giltighetstid.
              Hans uppfattning var, att riksdagen inte borde delegera åt Kungl.
              Maj:t befogenhet att tillerkänna dessa kategorier av utlänningar
              vissa sociala förmåner annat än med viss tidsbegränsning. Men
              det är ju någonting ytterligt vanligt i vår sociallagstiftning
              att vi ha fullmaktsklausuler av denna art. Jag har på måfå slagit
              upp lagen om försäkring för olycksfall i arbete, där det heter
              i $ 28 att Konungen äger, under förutsättning av ömsesidighet,
              träffa överenskommelse med främmande stat om tillämpning av denna
              lag. Där har alltså Kungl. Maj:t en fullmakt beträffande lagen
              om försäkring för olycksfall i arbete att ingå traktater med främmande
              länder och därigenom tillerkänna främmande länders medborgare
              dessa sociala förmåner. Det som stadgas i den föreslagna lagen
              är precis detsamma som vad som står i dessa klausuler. Men man
              har inte räknat upp alla de särskilda sociala lagar, där det ges
              Konungen en sådan fullmakt, utan man har för korthetens skull
              sammanfört dem i en enda lag. Alltså: själva idén att giva Kungl.
              Maj:t en fullmakt att tillägga utlänningar sociala förmåner, den
              är sedan länge accepterad i en stor mängd redan befintliga lagar,
              och därav följer också, att Kungl. Maj:t enligt dessa redan gällande
              lagar kan binda landet vid internationella konventioner på ett
              sätt, som innebär, att dessa konventioner naturligtvis inte förfalla
              utan vidare, utan om riksdagen ändrar den lag, på vilken fullmakten
              vilar, så får konventionen uppsägas i enlighet med den uppsägningsklausul,
              som alltid finnes i internationella konventioner. I de konventioner,
              som det här är fråga om att eventuellt ratificera, där är uppsägningstiden
              ett år. Med ett års uppsägningstid kan Kungl. Maj:t befria sig
              från en dylik konvention. Det är helt enkelt det normala, det
              vanliga i sådana här frågor. Jag kan följaktligen ej heller riktigt
              förstå herr Reuterskiölds resonemang, att dessa statslösa skulle
              befinna sig 1 något slags privilegierad ställning. Privilegiet
              skulle ligga däri, att de få förmåner i Sverige utan att vi få
              motsvarande förmåner hos dem. Ja, det är riktigt så tillvida rent
              formellt, att en statslös, som inte har något hemland, hans obefintliga
              regering kan ej tillägga svenskar i detta obefintliga land motsvarande
              förmåner, men om vi se till realiteterna: vad blir det för extra
              privilegierad ställning,",1,0,0,/content/corpus/protocols/1938/prot-1938--fk--37.xml,train
"Chefen för jordbruksdepartementet, herr statsrådet BENGTSSON,
            som yttrade:",Torsdagen den 27 november 1969,1,0,0,/content/corpus/protocols/1969/prot-1969-hÃ¶st-ak--38.xml,train
Herr statsrådet STRÄNG:,"Herr talman! Det är självfallet tacknämligt att lyssna till den
              tillfredsställelse varmed denna proposition har emottagits från
              oppositionens sida. Den är ju egentligen ett element i den stora
              skattegiv som presenterades höstriksdagen i samband med omsättningsskatteförslaget.
              Omsättningsskatten gav oss möjligheter att göra vissa välkomna
              justeringar i skattelagstiftningen i övrigt. Jag erinrar om att
              ett förslag om reviderad sambeskattning ligger på riksdagens bord.
              Också detta förslag om förlustutjämning bör ju ses i samband med
              de ökade statsfinansiella resurser som skapades genom beslutet
              om omsättningsskatten.",1,0,0,/content/corpus/protocols/1960/prot-1960--fk--9.xml,train
Anf. 24 TOMAS TOBÉ (M):,"Herr talman! Vi är många som känner tacksamhet över polisens
              insatser i samband med det avskyvärda terrordådet mot Sverige.
              Det är rätt, för polisen gör viktiga insatser varje dag för vår
              trygghet.",1,0,0,/content/corpus/protocols/201617/prot-201617--97.xml,train
Herr BENGTSSON i Landskrona (s):,"Herr talman! I det föreliggande utskottsutlåtandet behandlas
            bl. a. ett motionspar i vilket frågan om tillsättande av en riksdagens
            pressombudsman aktualiseras.",1,0,0,/content/corpus/protocols/1967/prot-1967--ak--22.xml,train
Herr statsrådet Wigforss:,"Herr talman! Jag har inte begärt ordet för att förlänga den allmänna
              debatten utan bara för att ge svar på en del frågor, som ha ställts
              till mig i går och enligt referat, som jag har fått från dagens
              debatt, även i dag.",1,0,0,/content/corpus/protocols/1947/prot-1947--fk--35.xml,train
Herr ANDERSSON i Tungelsta:,"Herr talman! Den tidpunkt ligger ju långt tillbaka, då det här
              i riksdagen rådde delade meningar om Weibullsholm över huvud taget
              skulle ha något anslag av statsmedel eller inte. Det var nu som
              sagt längesedan, och under de senaste åren har det inte stått
              någon strid om den saken. Riksdagen har ju varit enig om, att
              Weibullsholm skulle ha sitt anslag, men själva avvägningen i fråga
              om storleken av det anslag företaget bör ha är givetvis en svår
              bedömningsfråga för en utomstående, exempelvis för den som i ett
              riksdagsutskott skall ta ställning därtill. Det torde inte vara
              möjligt för utskottets medlemmar att med någon större säkerhet
              säga, att det anslag, som Kungl. Maj:t föreslagit, är för litet,
              och att det större anslag, som föreslagits från motionärernas
              sida, är det som lämpligen bör utgå. Denna avvägningsfråga tror
              jag som sagt är mycket svår att avgöra.",1,0,0,/content/corpus/protocols/1949/prot-1949--ak--10.xml,train
Anf. 66 Kultur- och demokratiminister AMANDA LIND (MP):,"Fru talman! Jag har ju tidigare diskuterat älvdalskan i kammaren,
              och jag vill verkligen rikta min uppskattning till Älvdalens kommun
              och alla de civilsamhällesorganisationer som gör stora insatser
              för att bevara och utveckla älvdalskan. Detta är något som både
              jag personligen och regeringen ser som väldigt positivt. Oavsett
              älvdalskans status är det ett folkmål, en dialekt som talas av
              många, och att det finns ett engagemang hos den yngre generationen
              att lära sig älvdalska är fantastiskt.",1,0,0,/content/corpus/protocols/202021/prot-202021--131.xml,train
VALL (s):,"Fru talman! Vi pratar faktiskt om vad som ligger i budgeten för
              nästa år. Där har det hela tiden handlat om en summa mellan tre
              och fyra miljarder. Det handlar om 3,4 miljarder efter den fördelning
              som fanns under våren. Nu ser den annorlunda ut, men det är fortfarande
              samma summa som vi ökar med nästa år, vilket innebär att utbetalningarna
              ökar till 0,8 %",1,0,0,/content/corpus/protocols/19992000/prot-19992000--40.xml,train
Anf. 120 GUNNAR BIÖRCK i Värmdö (m):,"Herr talman! Endast ett par ord utöver vad Ann-Cathrine Haglund
              tidigare har anfört.",1,0,0,/content/corpus/protocols/198283/prot-198283--107.xml,train
Anf. 42 SUSANNE EBERSTEIN (s) replik:,"Fru talman! Nu hör inte det beslutet till det som behandlas av
              socialutskottet, även om jag som socialpolitiker är intresserad
              av det. Vi spelar enormt i",1,0,0,/content/corpus/protocols/200001/prot-200001--44.xml,train
Anf. 41 AMINEH KAKABAVEH (v) replik:,"Fru talman! Problemet är er politik, Fredrik Malm. Det är tillfälliga
              satsningar. Det vi i Vänsterpartiet vill tillsammans med Socialdemokraterna
              och Miljöpartiet är att det ska vara långsiktig utbildning och
              långsiktiga satsningar inom välfärden och utbildningen. Det är
              det som är det viktigaste. Därför menar vi att det är viktigt
              att satsa på eleverna redan från början, så att det finns utbildade
              lärare som har ett jobb som är kontinuerligt och inte bara tillfälligt
              i vissa ämnen. Vi vill att de ska lära sig alla kärnämnena. Hela
              utbildningsprogrammet bygger ju på att man lär sig kärnämnena
              och satsar på dem. Det är viktigt att komma ihåg detta.",1,0,0,/content/corpus/protocols/200910/prot-200910--47.xml,train
Anf. 3 Statsrådet LARS LEIJONBORG (fp):,"Fru talman! Jag var inblandad 1994 och åren dessförinnan i beslutet
              att ge Högskolan i Jönköping den friare särskilda ställning som
              den fick, och jag tycker att vi med en blick i backspegeln kan
              säga att det var ett klokt beslut. Jag har flera gånger besökt
              Jönköpings högskola och tycker att det är väldigt stimulerande
              och uppmuntrande att se hur utvecklingen har varit. Jag håller
              med Stefan Attefall om att det är ett synnerligen dynamiskt och
              nyskapande lärosäte, nyskapande kanske framför allt genom sina
              mycket väl utvecklade kontakter med det omgivande samhället, inte
              minst den omfattande småföretagsamheten och andra typer av företagsamhet
              i Jönköpings län och andra län i den delen av Sverige.",1,0,0,/content/corpus/protocols/200708/prot-200708--133.xml,train
Anf. 88 ULRIKA KARLSSON i Uppsala (m):,"Fru talman! Vi har på vårt bord den årliga skrivelsen som regeringen
              lämnar till riksdagen vad avser hemlig teleavlyssning, hemlig
              teleövervakning och hemlig kameraövervakning vid förundersökning
              i brottmål. Det avser de hemliga tvångsmedlen under 2008.",1,0,0,/content/corpus/protocols/200910/prot-200910--77.xml,train
Herr LODENIUS:,"Herr talman! Jag har till föreliggande utskottsutlåtande fogat
              en blank reservation, och jag skall därför trots den långt framskridna
              tiden be att få säga några ord i detta ärende.",1,0,0,/content/corpus/protocols/1950/prot-1950--fk--13.xml,train
Herr NIKLASSON (bf):,"Herr talman! I samband med denna proposition har jag väckt en
              motion, nr 518, där jag påpekat en del förhållanden som vållar
              besvär vid utbyggnaden av elnätet på landsbygden och gör det svårare
              för distributionsföreningarna att fylla de uppgifter, som de har
              sig förelagda och som ännu mer har markerats genom den lagstiftning,
              som riksdagen nu torde komma att antaga. I sammanhanget har jag
              också efterlyst ett par utredningar.",1,0,0,/content/corpus/protocols/1957/prot-1957--fk--20.xml,train
Anf. 54 MAUD BJÖRNEMALM (s),replik:,1,0,0,/content/corpus/protocols/199293/prot-199293--91.xml,train
