text1,compounded,file,split
Anf. 66 Finansminister BOSSE RING-,0,/content/corpus/protocols/19992000/prot-19992000--107.xml,train
"Herr statsrådet Pehrsson-Bramstorp: Herr talman! Jag vågar starkt
              betvivla, att det recept skulle vara riktigt, som den siste ärade
              talaren anvisade för reglering av hästimporten eller produktion
              av tillräckligt antal hästar. Jag tror att det med hästproduktionen
              förhåller sig på det sättet, att om priserna äro höga, så ökar
              produktionen, och det finnes ingen organisation eller sammanslutning,
              som på något sätt kan bemästra detta. När sedan produktionen blivit
              tillräckligt stor, inträffar ett prisfall.",1,/content/corpus/protocols/1937/prot-1937--fk--18.xml,train
Herr SVENINGSSON (h):,0,/content/corpus/protocols/1965/prot-1965--fk--23.xml,train
Herr Blombäck:,0,/content/corpus/protocols/1942/prot-1942--ak--12.xml,train
Anf. 105 JESPER SKALBERG KARLSSON (M),0,/content/corpus/protocols/201617/prot-201617--116.xml,test
Anf. 181 MONA SAHLIN (s):,0,/content/corpus/protocols/199192/prot-199192--47.xml,test
Herr REGNÉLL (m):,0,/content/corpus/protocols/1972/prot-1972--82.xml,test
STRÖM (s):,0,/content/corpus/protocols/200102/prot-200102--55.xml,test
Anf. 91 ROGER HADDAD (L):,0,/content/corpus/protocols/202021/prot-202021--142.xml,test
Anf. 135 BENGT SILFVERSTRAND (s) replik:,0,/content/corpus/protocols/198788/prot-198788--129.xml,test
Anf. 285 Statsrådet BRITTA LEJON (s) replik:,0,/content/corpus/protocols/200001/prot-200001--52.xml,test
Anf. 15 MIKAEL DAMBERG (s):,0,/content/corpus/protocols/200506/prot-200506--123.xml,test
Chefen för jordbruksdepartementet herr statsrådet Linders:,0,/content/corpus/protocols/1923/prot-1923--ak--17.xml,test
Anf. 16 ALLAN WIDMAN (FP):,0,/content/corpus/protocols/201415/prot-201415--121.xml,test
Anf. 33 Näringsminister MAUD OLOFSSON (c):,0,/content/corpus/protocols/200607/prot-200607--66.xml,test
Chefen för kommunikationsdepartementet herr statsrådet M u rray:,0,/content/corpus/protocols/1921/prot-1921--ak--4.xml,test
Anf. 97 Miljöminister ANNA LINDH (s):,0,/content/corpus/protocols/199697/prot-199697--74.xml,test
Anf. 3 LARS-OVE HAGBERG (vpk):,0,/content/corpus/protocols/198687/prot-198687--104.xml,test
Herr WESTBERG (fp):,0,/content/corpus/protocols/1962/prot-1962--ak--23.xml,test
Anf. 170 HUGO HEGELAND (m):,0,/content/corpus/protocols/198788/prot-198788--43.xml,test
Herr SVENNING (s) kort genmäle:,0,/content/corpus/protocols/1969/prot-1969--ak--28.xml,test
Herr Herlitz:,0,/content/corpus/protocols/1940/prot-1940-urtima-fk--3.xml,test
Anf. 2 ROLF KENNERYD (c):,0,/content/corpus/protocols/199798/prot-199798--39.xml,test
Anf. 13 Tredje vice talman HELENA HÖIJ (kd) replik:,0,/content/corpus/protocols/200506/prot-200506--120.xml,test
Anf. 8 Utrikesminister MARGOT WALLSTRÖM (S),0,/content/corpus/protocols/201617/prot-201617--127.xml,test
Utbildningsminister BENGT GÖRANSSON:,0,/content/corpus/protocols/198990/prot-198990--20.xml,test
Anf. 87 INGVAR SVENSSON (kd) replik:,0,/content/corpus/protocols/200405/prot-200405--72.xml,test
Herr GUSTAFSON i Göteborg (fp) kort genmäle:,0,/content/corpus/protocols/1964/prot-1964-hÃ¶st-ak--35.xml,test
"Herr socialministern ASPLING erhöll ordet för att besvara herr
            Hagbergs (vpk) i kammarens protokoll för den 4 februari intagna
            fråga, nr 48, och anförde:",0,/content/corpus/protocols/1971/prot-1971--27.xml,test
Anf. 67 LOTTA N HEDSTRÖM (mp),0,/content/corpus/protocols/200102/prot-200102--97.xml,test
Herr WERNER:,0,/content/corpus/protocols/1951/prot-1951--fk--13.xml,test
Anf. 51 Justitieminister THOMAS BODSTRÖM (s) replik:,0,/content/corpus/protocols/200102/prot-200102--115.xml,test
Anf. 95 JONAS SJÖSTEDT (V):,0,/content/corpus/protocols/201011/prot-201011--36.xml,test
"Herr PERSSON, YNGVE, (s):",0,/content/corpus/protocols/1967/prot-1967--fk--26.xml,test
Anf. 51 JASENKO OMANOVIC (S):,0,/content/corpus/protocols/201415/prot-201415--85.xml,test
Herr Lindhagen:,0,/content/corpus/protocols/1936/prot-1936--fk--14.xml,test
Anf. 44 STAFFAN DANIELSSON (C):,0,/content/corpus/protocols/201314/prot-201314--78.xml,test
Anf. 33 Socialminister LENA HALLENGREN (S),0,/content/corpus/protocols/201920/prot-201920--143.xml,test
Anf. 57 KURT HUGOSSON (s) replik:,0,/content/corpus/protocols/198687/prot-198687--7.xml,test
Herr LOTHIGIUS (m):,0,/content/corpus/protocols/1973/prot-1973--47.xml,test
Anf. 3 ANNE LUDVIGSSON (s):,0,/content/corpus/protocols/200607/prot-200607--118.xml,test
Fröken LILJEDAHL:,0,/content/corpus/protocols/1952/prot-1952--ak--12.xml,test
Anf. 85 Utbildningsminister GUSTAV FRIDOLIN (MP),0,/content/corpus/protocols/201718/prot-201718--4.xml,test
Herr SVANSTRÖM (cp):,0,/content/corpus/protocols/1970/prot-1970--fk--26.xml,test
Herr jordbruksministern BENGTSSON:,0,/content/corpus/protocols/1971/prot-1971--85.xml,test
Herr Åkerman:,0,/content/corpus/protocols/1933/prot-1933--fk--9.xml,test
Herr SUNNE (fp) kort genmäle:,0,/content/corpus/protocols/1959/prot-1959--fk--18.xml,test
Herr statsrådet MOBERG:,0,/content/corpus/protocols/1967/prot-1967-hÃ¶st-ak--51.xml,test
Anf. 147 WIVI-ANNE RADESJÖ (s):,0,/content/corpus/protocols/198687/prot-198687--99.xml,test
Anf. 2 PIA NILSSON (S):,0,/content/corpus/protocols/201213/prot-201213--8.xml,test
Herr HAGLUND (s):,0,/content/corpus/protocols/1971/prot-1971--147.xml,test
Anf. 59 Statsrådet BENGT LINDQVIST:,0,/content/corpus/protocols/198687/prot-198687--64.xml,test
Anf. 77 Statsrådet BO LUNDGREN (m):,0,/content/corpus/protocols/199394/prot-199394--77.xml,test
Anf. 32 LISA MATTSON (s):,0,/content/corpus/protocols/198283/prot-198283--86.xml,test
Anf. 113 MARIA WETTERSTRAND (mp),0,/content/corpus/protocols/200102/prot-200102--77.xml,test
Anf. 72 LARRY SÖDER (KD),0,/content/corpus/protocols/201920/prot-201920--23.xml,test
Anf. 48 LUDVIG ASPLING (SD),0,/content/corpus/protocols/202122/prot-202122--21.xml,test
Anf. 158 PETER PEDERSEN (v) replik:,0,/content/corpus/protocols/19992000/prot-19992000--20.xml,test
WINBERG (s),0,/content/corpus/protocols/199495/prot-199495--108.xml,test
Herr WIKLUND i Stockholm (fp):,0,/content/corpus/protocols/1967/prot-1967--ak--17.xml,test
Herr DAHLBERG (s):,0,/content/corpus/protocols/1973/prot-1973--16.xml,test
Anf. 16 LENNART ALSÉN (fp) replik:,0,/content/corpus/protocols/198788/prot-198788--111.xml,test
Anf. 191 Kommunikationsminister GEORG,0,/content/corpus/protocols/199091/prot-199091--115.xml,test
Anf.79 Socialminister BENGT,0,/content/corpus/protocols/199192/prot-199192--115.xml,test
Herr Tamm:,0,/content/corpus/protocols/1932/prot-1932--fk--25.xml,test
Herr Holmgren:,0,/content/corpus/protocols/1921/prot-1921--ak--46.xml,test
Anf. 57 OLLE SCHMIDT (fp):,0,/content/corpus/protocols/199293/prot-199293--121.xml,test
"Ordet lämnades på begäran till herr Lindhagen, som anförde: Herr
            tal- Interpellation man, jag skall be att få framställa en liten
            interpellation. ng, Milan. Genom förordningen den 24 januari 1777
            föreskrevs, att liken efter alla tl de anasjälvspillingar inom
            sju mils distrikt skulle utlämnas till anatomiska institutomiska
            institionen i Uppsala. Liknande bestämmelser utfärdades för Stockholm
            den 27 juli tutionerna. 1814 samt för Lund den 27 november 1816,
            den 3 mars 1837 och den 24 mars 1865. Länsstyrelsen i Uppsala
            påkallade år 1907 ändring i dessa bestämmelser, men utan verkan.
            År 1910 hänvände sig folkskolläraren A. Rosén i Hällestad till
            justitieombudsmannen. En skriftväxling uppstod, och år 1911 framlade
            medicinalstyrelsen förslag till ny kungörelse angående liks tillhandahållande
            åt de anatomiska institutionerna. I detta förslag voro lik efter
            självspillingar frigivna. Även detta förslag ledde ej till något.
            År 1921 tillkallade ecklesiastikministern professor I. Broman
            för att verkställa ny utredning i ämnet. Denna, som framlades
            i december 1922, innefattade jämväl förslag rörande anskaffande
            av lik för den för läkarutbildningen nödvändiga anatomiska undervisningen.
            Detta förslag avlyste likaledes rätten till självspillingars lik.
            Det borttog också de anatomiska institutionernas rätt till liken
            efter självspillingar. Det anmärkes i utredningen, att i intet
            av de många främmande länder, som gjorts till föremål för undersökning,
            självspil- SERA a till dissektion, då anförvanter önska omhändertaga
            och begrava en döde. eg heller professor Bromans betänkande har
            hitintills lett till något resultat. I november 1929 ingick professor
            Robin Fåhreus till medicinska fakulteten i Uppsala med påminnelse
            om Bromans förslag, men hitintills utan verkan. Anledningen till
            påminnelserna mot de gamla författningarna voro, att de i och
            för sig voro föråldrade samt ofta gåvo upphov till de mest upprörande
            scener, då anförvanter vägrades att taga hand om och begrava de
            döda. Ganska nyligen har sådant inträffat. Vederbörande vägra
            att utlämna de döda kropparna till anförvanter eller låta med
            våld röva dem från släktingarna. Ibland lär det tillgå så, att
            en formell jordfästning äger rum, men sedan upphämtas i tysthet
            den döda kroppen ur graven. Det förtjänar erinras, att genom lagen
            den 18 december 1908 upphävts förutvarande bestämmelser om självspillingars
            jordfästning i stillhet. På grund av dessa åberopade förhållanden
            medgav första kammaren vid 1930 års riksdag en interpellations
            framställande. I följd av den då sittande regeringens hastiga
            avgång medhanns ej något svar. Jag hemställer därföre ånyo om
            kammarens tillstånd att få till ecklesiastikministern framställa
            föl- Jande spörsmål: När kan från regeringens sida förväntas initiativ
            till upphävande av gällande bestämmelser om att lik efter självspillingar
            skola utlämnas till de anatonian ingtkntionemna vid de medicinska
            fakulteterna i Uppsala, Stockholm och Lund? a",1,/content/corpus/protocols/1931/prot-1931--fk--6.xml,test
Anf. 137 GUNNAR SANDBERG (S):,0,/content/corpus/protocols/201314/prot-201314--25.xml,test
Anf. 6 ANA MARIA NARTI (fp):,0,/content/corpus/protocols/200405/prot-200405--62.xml,test
Anf. 49 Statsrådet ANDERS YGEMAN (S):,0,/content/corpus/protocols/201516/prot-201516--97.xml,test
Fru LUNDBLAD (s):,0,/content/corpus/protocols/1972/prot-1972--147.xml,test
Herr HERMANSSON (vpk):,0,/content/corpus/protocols/1975/prot-1975--27.xml,test
Herr MAGNUSSON i Borås (m):,0,/content/corpus/protocols/1974/prot-1974--49.xml,test
Anf. 32 ERIK BENGTZBOE (M) replik,0,/content/corpus/protocols/201718/prot-201718--50.xml,test
Anf. 81 Statsrådet ÅSA TORSTENSSON (c):,0,/content/corpus/protocols/200809/prot-200809--70.xml,test
Kommunikationsministern ULF ADELSOHN:,0,/content/corpus/protocols/197980/prot-197980--54.xml,test
Herr STÅHLE (ss):,0,/content/corpus/protocols/1970/prot-1970--fk--22.xml,test
Anf. 49 Civilminister MARITA ULVSKOG (s):,0,/content/corpus/protocols/199495/prot-199495--27.xml,test
Herr JOHANSSON i kort genmäle:,0,/content/corpus/protocols/1968/prot-1968-hÃ¶st-ak--41.xml,test
Anf. 64 LARS ERNESTAM (fp):,0,/content/corpus/protocols/199091/prot-199091--106.xml,test
Anf. 160 SONJA REMBO (m) replik:,0,/content/corpus/protocols/199394/prot-199394--121.xml,test
Anf. 223 PER BOLUND (mp):,0,/content/corpus/protocols/200708/prot-200708--87.xml,test
Herr Västberg:,0,/content/corpus/protocols/1934/prot-1934--fk--27.xml,test
Anf. 49 OSWALD SÖDERQVIST (vpk) replik:,0,/content/corpus/protocols/198384/prot-198384--163.xml,test
Anf. 59 SOFIA ARKELSTEN (M) replik:,0,/content/corpus/protocols/201516/prot-201516--45.xml,test
Anf. 174 Statsrådet CATHARINA ELMSÄTER-SVÄRD (M) replik:,0,/content/corpus/protocols/201213/prot-201213--43.xml,test
Anf. 55 KERSTIN LUNDGREN (c) replik:,0,/content/corpus/protocols/200304/prot-200304--129.xml,test
Anf. 83 CLAUS ZAAR (nyd):,0,/content/corpus/protocols/199293/prot-199293--101.xml,test
Anf. 53 Statsrådet SVEN-ERIK BUCHT (S),0,/content/corpus/protocols/201718/prot-201718--105.xml,test
Herr BRACONIER (h):,0,/content/corpus/protocols/1955/prot-1955--ak--20.xml,test
Herr Malmborg i Skövde:,0,/content/corpus/protocols/1945/prot-1945--ak--21.xml,test
Anf. 11 JONAS RINGQVIST (v) replik:,0,/content/corpus/protocols/199899/prot-199899--39.xml,test
Anf. 73 JIMMIE ÅKESSON (SD) replik:,0,/content/corpus/protocols/201819/prot-201819--88.xml,test
Herr ELMGREN (s):,0,/content/corpus/protocols/1953/prot-1953--fk--22.xml,test
Herr NILSSON i Göingegården (h):,0,/content/corpus/protocols/1959/prot-1959--ak--22.xml,test
Anf. 14 ALLAN EKSTRÖM (m):,0,/content/corpus/protocols/198788/prot-198788--133.xml,test
Anf. 187 REYNOLDH FU-RUSTRAND (s):,0,/content/corpus/protocols/199899/prot-199899--66.xml,test
"Chefen för finansdepartementet, herr statsrådet STRÄNG:",0,/content/corpus/protocols/1963/prot-1963--ak--26.xml,test
Herr SÖDERBERG (s):,0,/content/corpus/protocols/1963/prot-1963--fk--7.xml,test
Herr NORDSTRANDH (m):,0,/content/corpus/protocols/1971/prot-1971--90.xml,test
Fru NETTELBRANDT (fp) kort genmäle:,0,/content/corpus/protocols/1970/prot-1970--ak--24.xml,test
Herr KRISTENSSON i Osby (fp) kort genmäle:,0,/content/corpus/protocols/1954/prot-1954--ak--24.xml,test
Anf. 88 Utbildningsminister THOMAS ÖSTROS (s):,0,/content/corpus/protocols/200304/prot-200304--64.xml,test
Anf. 40 Näringsminister MAUD OLOFSSON (c):,0,/content/corpus/protocols/200910/prot-200910--127.xml,test
Anf. 41 Socialförsäkringsminister ANNIKA STRANDHÄLL (S) replik:,0,/content/corpus/protocols/201415/prot-201415--37.xml,test
"Fru statsrådet SIGURDSEN erhöll ordet för att besvara herr Hermanssons
            (vpk) i kammarens protokoll för den 23 oktober intagna fråga,
            nr 276, till herr utrikesministern, och anförde:",0,/content/corpus/protocols/1974/prot-1974--111.xml,test
Anf. 56 BENGT WITTBOM (m):,0,/content/corpus/protocols/199192/prot-199192--28.xml,test
Anf. 105 Närings- och innovationsminister MIKAEL DAMBERG (S),0,/content/corpus/protocols/201415/prot-201415--110.xml,test
Anf. 37 ELVER JONSSON (fp),0,/content/corpus/protocols/199596/prot-199596--96.xml,test
Herr JÖNSSON i Jämtlands Sikås (fp):,0,/content/corpus/protocols/1958/prot-1958-a-ak--14.xml,test
Anf. 19 PER BILL (m):,0,/content/corpus/protocols/200102/prot-200102--29.xml,test
Anf. 89 FREDRIK SCHULTE (M):,0,/content/corpus/protocols/201415/prot-201415--77.xml,test
Anf. 64 MARIETTA DE POURBAIX-LUNDIN (m) replik:,0,/content/corpus/protocols/199697/prot-199697--81.xml,test
Anf. 28 PER LANDGREN (kd) replik:,0,/content/corpus/protocols/200203/prot-200203--40.xml,test
LARS-ERIK LÖVDÉN (s):,0,/content/corpus/protocols/198990/prot-198990--44.xml,test
Anf. 57 ANGELICA LUNDBERG (SD),0,/content/corpus/protocols/201819/prot-201819--85.xml,test
TORE CLAESON (vpk):,0,/content/corpus/protocols/197980/prot-197980--39.xml,test
Anf. 34 LARS SUNDIN (fp):,0,/content/corpus/protocols/198788/prot-198788--122.xml,test
Herr BENGTSON (cp):,0,/content/corpus/protocols/1968/prot-1968--fk--22.xml,test
Anf. 39 Näringsminister IBRAHIM BAYLAN (S),0,/content/corpus/protocols/201920/prot-201920--63.xml,test
Anf. 18 LARS TOBISSON (m):,0,/content/corpus/protocols/199697/prot-199697--60.xml,test
Anf. 36 JÖRGEN BERGLUND (M):,0,/content/corpus/protocols/201920/prot-201920--10.xml,test
Herr LINDAHL i Hamburgsund (fp):,0,/content/corpus/protocols/197576/prot-197576--113.xml,test
Anf. 10 MONICA GREEN (S):,0,/content/corpus/protocols/201011/prot-201011--127.xml,test
Anf. 29 ULLA-BRITT HAGSTRÖM (kd):,0,/content/corpus/protocols/199899/prot-199899--90.xml,test
Anf. 20 LARS TYSKLIND (fp):,0,/content/corpus/protocols/200708/prot-200708--70.xml,test
Anf. 56 CLAES ELMSTEDT (c):,0,/content/corpus/protocols/198283/prot-198283--54.xml,test
Herr ANDRE VICE TALMANNEN:,0,/content/corpus/protocols/1949/prot-1949-hÃ¶st-fk--28.xml,test
Anf. 69 LARS-AXEL NORDELL (kd):,0,/content/corpus/protocols/200809/prot-200809--120.xml,test
Anf. 146 BEATRICE ASK (M) replik,0,/content/corpus/protocols/201819/prot-201819--31.xml,test
Herr STJERNSTRÖM (c) kort genmäle:,0,/content/corpus/protocols/1973/prot-1973--66.xml,test
ARNE ANDERSSON i Ljung (m) replik:,0,/content/corpus/protocols/198990/prot-198990--46.xml,test
"Herr Johansson, Johan Bernhard:",0,/content/corpus/protocols/1943/prot-1943--fk--24.xml,test
Anf. 201 GÖRAN PERSSON i Simrishamn (s):,0,/content/corpus/protocols/200304/prot-200304--84.xml,test
Herr ÅNGSTRÖM (fp):,0,/content/corpus/protocols/1972/prot-1972--20.xml,test
Herr Janson i Frändesta:,0,/content/corpus/protocols/1946/prot-1946--ak--31.xml,test
Anf. 109 JAN BJÖRKLUND (L) replik,0,/content/corpus/protocols/201516/prot-201516--51.xml,test
Herr Nilsson i Landeryd:,0,/content/corpus/protocols/1922/prot-1922--ak--40.xml,test
Anf. 82 BARBRO WESTERHOLM (L) replik,0,/content/corpus/protocols/201617/prot-201617--108.xml,test
Anf. 71 ROLAND UTBULT (KD),0,/content/corpus/protocols/201819/prot-201819--64.xml,test
"Herr Anderson i Norrköping, som jämväl för kort genmäle erhöll
            ordet, yttrade:",0,/content/corpus/protocols/1938/prot-1938--ak--39.xml,test
Anf. 91 INGBRITT IRHAMMAR (c):,0,/content/corpus/protocols/199192/prot-199192--125.xml,test
PÄR GRANSTEDT (c):,0,/content/corpus/protocols/197879/prot-197879--78.xml,test
WALLÉN (s),0,/content/corpus/protocols/199495/prot-199495--105.xml,test
Anf. 92 BERIT HÖGMAN (s):,0,/content/corpus/protocols/200708/prot-200708--135.xml,test
"Chefen för handelsdepartementet, herr statsrådet ERICSSON:",0,/content/corpus/protocols/1954/prot-1954--ak--15.xml,test
Anf. 36 GÖREL BOHLIN (m) replik:,0,/content/corpus/protocols/198283/prot-198283--111.xml,test
Anf. 129 MARIE-ANN JOHANSSON (vpk):,0,/content/corpus/protocols/198283/prot-198283--149.xml,test
Anf. 101 Statsminister GÖRAN PERSSON (s):,0,/content/corpus/protocols/199798/prot-199798--66.xml,test
Anf. 29 Bostadsminister HANS GUSTAFSSON:,0,/content/corpus/protocols/198788/prot-198788--15.xml,test
Anf. 23 BJÖRN SÖDER (SD) replik:,0,/content/corpus/protocols/201718/prot-201718--96.xml,test
Herr statsministern PALME:,0,/content/corpus/protocols/1972/prot-1972--14.xml,test
Anf. 51 NINA LUNDSTRÖM (fp):,0,/content/corpus/protocols/200304/prot-200304--58.xml,test
Anf. 77 Arbetsmarknadsministern INGEMAR ELIASSON:,0,/content/corpus/protocols/198182/prot-198182--33.xml,test
Herr Borell:,0,/content/corpus/protocols/1935/prot-1935--fk--29.xml,test
Anf. 56 Statsrådet BIRGITTA DAHL:,0,/content/corpus/protocols/198485/prot-198485--63.xml,test
Anf. 75 BORIANA ÅBERG (m):,0,/content/corpus/protocols/200809/prot-200809--103.xml,test
Anf. 34 JENS HOLM (V) replik:,0,/content/corpus/protocols/201011/prot-201011--73.xml,test
Herr SUNDIN (cp) kort genmäle:,0,/content/corpus/protocols/1966/prot-1966-hÃ¶st-fk--35.xml,test
Anf. 184 LENNART BEIJER (v):,0,/content/corpus/protocols/199495/prot-199495--45.xml,test
Anf. 5 Socialminister LARS ENGQVIST (s):,0,/content/corpus/protocols/199899/prot-199899--64.xml,test
Anf. 178 Kulturminister MARGOT,0,/content/corpus/protocols/199596/prot-199596--18.xml,test
Herr BRACONIER:,0,/content/corpus/protocols/1952/prot-1952-hÃ¶st-ak--30.xml,test
Anf. 2 MICHAEL SVENSSON (M),0,/content/corpus/protocols/201617/prot-201617--15.xml,test
Herr WERBRO (fp):,0,/content/corpus/protocols/1967/prot-1967-hÃ¶st-ak--42.xml,test
Anf. 91 HANS WALLMARK (M) replik:,0,/content/corpus/protocols/201920/prot-201920--51.xml,test
Anf. 125 OLOF JOHANSSON (c) replik,0,/content/corpus/protocols/199596/prot-199596--77.xml,test
Anf. 55 Statsrådet PER BOLUND (MP):,0,/content/corpus/protocols/201617/prot-201617--101.xml,test
Anf. 116 SVEN-ERIK BUCHT (S):,0,/content/corpus/protocols/201011/prot-201011--41.xml,test
Anf. 70 RICKARD NORDIN (C) replik:,0,/content/corpus/protocols/201718/prot-201718--130.xml,test
Herr Lindhagen:,0,/content/corpus/protocols/1920/prot-1920--fk--29.xml,test
Anf. 114 ANNIKA QARLSSON (c) replik:,0,/content/corpus/protocols/200809/prot-200809--51.xml,test
"Herr Ekman, Carl Gustaf:",0,/content/corpus/protocols/1925/prot-1925--fk--36.xml,test
Fröken WETTERSTRÖM (h):,0,/content/corpus/protocols/1956/prot-1956--ak--19.xml,test
Fröken LJUNGBERG (h):,0,/content/corpus/protocols/1963/prot-1963--fk--26.xml,test
Herr VIRGIN (h):,0,/content/corpus/protocols/1963/prot-1963-hÃ¶st-fk--35.xml,test
Anf. 1 LISELOTT HAGBERG (fp):,0,/content/corpus/protocols/200506/prot-200506--121.xml,test
Anf. 28 TUVE SKÅNBERG (kds):,0,/content/corpus/protocols/199495/prot-199495--38.xml,test
"Chefen för jordbruksdepartementet, herr statsrådet STRÄNG:",0,/content/corpus/protocols/1950/prot-1950-hÃ¶st-ak--31.xml,test
Herr statsrådet Möller:,0,/content/corpus/protocols/1926/prot-1926--fk--21.xml,test
Herr Lindqvist:,0,/content/corpus/protocols/1920/prot-1920--fk--63.xml,test
Anf. 147 GÖTE JONSSON (m):,0,/content/corpus/protocols/199394/prot-199394--58.xml,test
Herr Linder:,0,/content/corpus/protocols/1930/prot-1930--fk--9.xml,test
"Fru MARKLUND (vpk), som yttrade:",0,/content/corpus/protocols/1968/prot-1968--ak--17.xml,test
Herr Tiällgren:,0,/content/corpus/protocols/1932/prot-1932--fk--42.xml,test
Anf. 161 ULF NILSSON (fp):,0,/content/corpus/protocols/200708/prot-200708--115.xml,test
Anf. 5 Finansminister KJELL-OLOF FELDT:,0,/content/corpus/protocols/198687/prot-198687--68.xml,test
Herr Eriksson i Grängesberg:,0,/content/corpus/protocols/1921/prot-1921--ak--50.xml,test
"Härefter lämnades ordet till herr Andersson i Stockholm, som
            anförde: Jag skall be att beträffande morgondagens föredragningslista
            få föreslå, att statsutskottets utlåtanden nr 56 och 57 måtte
            placeras närmast före statsutskottets utlåtande nr 4, då ärendena
            i de båda förstnämnda utlåtandena äro av den art, att de lämpligast
            böra behandlas före eller i samband med statsutskottets utlåtande
            nr 4 och alltså dels med hänsyn därtill, dels med hänsyn till
            kammarens tid böra föredragas i en följd.",1,/content/corpus/protocols/1933/prot-1933--ak--33.xml,test
Anf. 50 GÖTE JONSSON (m) replik:,0,/content/corpus/protocols/199899/prot-199899--39.xml,test
Anf. 31 Statsrådet MIKAEL DAMBERG (S),0,/content/corpus/protocols/202021/prot-202021--86.xml,test
Fru RYDING (k):,0,/content/corpus/protocols/1964/prot-1964--ak--20.xml,test
Anf. 27 OLLE ÖSTRAND (s):,0,/content/corpus/protocols/199091/prot-199091--31.xml,test
Anf. 2 TYRA JOHANSSON (s):,0,/content/corpus/protocols/198081/prot-198081--81.xml,test
Herr ZACHRISSON (s) kort genmäle:,0,/content/corpus/protocols/1972/prot-1972--56.xml,test
WALLÉN (s):,0,/content/corpus/protocols/200001/prot-200001--84.xml,test
Anf. 33 LARS TYSKLIND (FP) replik:,0,/content/corpus/protocols/201314/prot-201314--130.xml,test
"Fru Nordgren, som på begäran erhöll ordet för kort genmäle, anförde:",0,/content/corpus/protocols/1946/prot-1946--ak--27.xml,test
Anf. 2 LENNART BRUNANDER (c):,0,/content/corpus/protocols/198081/prot-198081--34.xml,test
Anf. 44 HÅKAN SVENNELING (V):,0,/content/corpus/protocols/201516/prot-201516--88.xml,test
Anf. 29 Finansminister ANDERS BORG (m):,0,/content/corpus/protocols/200708/prot-200708--34.xml,test
Anf. I TALMANNEN:,0,/content/corpus/protocols/198889/prot-198889--30.xml,test
Anf. 14 Jordbruksminister MARGARETA WINBERG (s):,0,/content/corpus/protocols/200001/prot-200001--106.xml,test
Anf. 95 GUNNAR ANDRÉN (FP) replik:,0,/content/corpus/protocols/201011/prot-201011--65.xml,test
Herr ENSKOG (fp):,0,/content/corpus/protocols/1966/prot-1966--ak--14.xml,test
"Anf. 81 ARNE ANDERSSON i Ljung (m): Herr talman! Om riksdagen,
              då den om några timmar går till beslut följer",0,/content/corpus/protocols/198485/prot-198485--110.xml,test
Herr HERLITZ (h):,0,/content/corpus/protocols/1953/prot-1953--fk--15.xml,test
Anf. 104 PENILLA GUNTHER (KD):,0,/content/corpus/protocols/201112/prot-201112--87.xml,test
Anf. 146 Utbildnings- och kulturminister LEIF PAGROTSKY (s) replik:,0,/content/corpus/protocols/200506/prot-200506--77.xml,test
Anf. 66 TORE CLAESON (vpk):,0,/content/corpus/protocols/198788/prot-198788--118.xml,test
Anf. 112 DÉSIRÉE PETHRUS ENGSTRÖM (kd) replik:,0,/content/corpus/protocols/200607/prot-200607--84.xml,test
Anf. 86 FREDRIK SCHULTE (M):,0,/content/corpus/protocols/201213/prot-201213--85.xml,test
Anf. 116 JULIA KRONLID (SD) replik,0,/content/corpus/protocols/201415/prot-201415--83.xml,test
"Chefen för kommunikationsdepartementet, herr statsrådet NILSSON:",0,/content/corpus/protocols/1951/prot-1951--ak--10.xml,test
"Herr JOHANSSON i Norrköping (s), som yttrade:",0,/content/corpus/protocols/1963/prot-1963--ak--4.xml,test
Anf. 20 Näringsminister MAUD OLOFSSON (c):,0,/content/corpus/protocols/200809/prot-200809--127.xml,test
Herr kommunikationsministern NORLING:,0,/content/corpus/protocols/197576/prot-197576--116.xml,test
Herr Frändén:,0,/content/corpus/protocols/1933/prot-1933--fk--40.xml,test
Anf. 27 NILS BERNDTSON (vpk) replik:,0,/content/corpus/protocols/198182/prot-198182--92.xml,test
"Herr SKOGLUND i Umeå, som anförde:",0,/content/corpus/protocols/1948/prot-1948--ak--4.xml,test
Herr statsrådet EDENMAN:,0,/content/corpus/protocols/1960/prot-1960-hÃ¶st-fk--24.xml,test
Anf. 28 GÖSTA ANDERSSON (ec) replik:,0,/content/corpus/protocols/198081/prot-198081--135.xml,test
Anf. 33 HARRY STAAF (kds):,0,/content/corpus/protocols/199293/prot-199293--44.xml,test
Anf. 29 ANNELIE KARLSSON (S):,0,/content/corpus/protocols/201718/prot-201718--8.xml,test
Anf. 28 GÖTE JONSSON (m):,0,/content/corpus/protocols/199394/prot-199394--109.xml,test
Fröken ANDERSSON (h):,0,/content/corpus/protocols/1955/prot-1955--fk--9.xml,test
Herr Aronson:,0,/content/corpus/protocols/1930/prot-1930--ak--37.xml,test
Herr Pettersson i Hällbacken:,0,/content/corpus/protocols/1936/prot-1936--ak--26.xml,test
Anf. 69 MARGARETA CEDERFELT (m):,0,/content/corpus/protocols/200001/prot-200001--54.xml,test
Herr Tjällgren:,0,/content/corpus/protocols/1924/prot-1924--fk--45.xml,test
Anf. 115 EMIL KÄLLSTRÖM (C) replik,0,/content/corpus/protocols/201415/prot-201415--86.xml,test
