text,tag,hash,file,berttag
(m):,0,,/content/corpus/protocols/199394/prot-199394--104.xml,1
"Herr socialministern ASPLING erhöll ordet för att besvara herr
            Nordgrens (m) i kammarens protokoll för den 7 december intagna
            fråga, nr 370, och anförde:",0,86ee783a,/content/corpus/protocols/1973/prot-1973--156.xml,1
:,1,455fe20f,/content/corpus/protocols/198182/prot-198182--162.xml,0
Industriministern ERIK HUSS:,0,9676bd09,/content/corpus/protocols/197879/prot-197879--59.xml,1
Anf. 26 MAGNUS OSCARSSON (KD),0,,/content/corpus/protocols/201415/prot-201415--104.xml,1
Anf. 40 Arbetsmarknadsminister YLVA JOHANSSON (S),0,,/content/corpus/protocols/201516/prot-201516--56.xml,1
Anf. 36 HELENA LINDAHL (C),0,,/content/corpus/protocols/201516/prot-201516--20.xml,1
(c):,0,,/content/corpus/protocols/199293/prot-199293--90.xml,1
Anf. 145 ANN-MARIE FAGERSTRÖM (s),0,,/content/corpus/protocols/200001/prot-200001--40.xml,1
Arbetsmarknadsministern ROLF WIRTÉN:,0,33c88452,/content/corpus/protocols/197879/prot-197879--64.xml,1
Anf. 40 Utrikesminister ANN LINDE (S),0,,/content/corpus/protocols/202021/prot-202021--144.xml,1
Vidare anförde Herr JÖNSSON i (fp):,0,b37d8406,/content/corpus/protocols/1963/prot-1963--ak--23.xml,1
Anf. 42 Finansminister MAGDALENA ANDERSSON (S),0,,/content/corpus/protocols/201516/prot-201516--98.xml,1
Anf. 47 Finansminister MAGDALENA ANDERSSON (S),0,,/content/corpus/protocols/201819/prot-201819--59.xml,1
Anf. 122 KENNETH G FORSLUND (S),0,,/content/corpus/protocols/201920/prot-201920--73.xml,1
1975/76:,1,b3b906b4,/content/corpus/protocols/197576/prot-197576--5.xml,0
Anf. 35 Utbildningsminister LENA HJELM-WALLÉN:,0,76daa9a5,/content/corpus/protocols/198485/prot-198485--143.xml,1
Anf. 140 MAJLÉNE WESTERLUND PAN-,0,,/content/corpus/protocols/200102/prot-200102--101.xml,1
Anf. 142 MATTIAS OTTOSSON (S) replik,0,,/content/corpus/protocols/201718/prot-201718--45.xml,1
Anf. 106 MARIA ANDERSSON WILLNER (S) replik,0,,/content/corpus/protocols/201617/prot-201617--100.xml,1
Herr LUNDGREN (h) erhöll på begäran ordet och anförde:,0,9e6eaee6,/content/corpus/protocols/1954/prot-1954-hÃ¶st-fk--28.xml,1
Anf. 166 ANNIKA ÅHNBERG (-) replik:,0,,/content/corpus/protocols/199394/prot-199394--6.xml,1
Anf. 5 ANNIE LÖÖF (C),0,,/content/corpus/protocols/202021/prot-202021--63.xml,1
av herr Åkerlund (h) till herr statsrådet och chefen för kommunikationsdepartementet:,1,b56ca0f4,/content/corpus/protocols/1964/prot-1964--fk--22.xml,0
"Anf. 51 Finansminister KJELL-OLOF FELDT: Herr talman! Jag skall
              svara Erik Hovhammar: Nej, det tycker jag inte.",0,2541cb0a,/content/corpus/protocols/198586/prot-198586--27.xml,1
""" Ordet lämnades härefter till herr andre vice talmannen, som
            yttrade: Jag hemställer, att kammaren måtte besluta, att antalet
            suppleanter, som skola utses vid det nu beslutade valet, bestämmes
            till tio.",0,9e07072d,/content/corpus/protocols/1923/prot-1923--fk--18.xml,1
Anf. 31 MAGNUS PERSSON (SD) replik,0,,/content/corpus/protocols/201415/prot-201415--42.xml,1
Anf. 27 Statsrådet ARDALAN SHEKARABI (S),0,,/content/corpus/protocols/201617/prot-201617--22.xml,1
Anf. 23 ALEXANDRA ANSTRELL (M),0,,/content/corpus/protocols/202021/prot-202021--73.xml,1
Hans excellens herr statsministern ERLANDER:,0,4cf7418d,/content/corpus/protocols/1968/prot-1968--ak--21.xml,1
Anf. 42 SOFIA ARKELSTEN (M) replik,0,,/content/corpus/protocols/201516/prot-201516--45.xml,1
Anf. 146 BÖRJE VESTLUND (S) replik,0,,/content/corpus/protocols/201415/prot-201415--86.xml,1
SON (s):,0,,/content/corpus/protocols/200203/prot-200203--113.xml,1
Anf. 7 MATS WIKING (S) replik,0,,/content/corpus/protocols/202021/prot-202021--79.xml,1
Anf. 13 ANNIKA NORDGREN (mp) replik,0,,/content/corpus/protocols/199495/prot-199495--103.xml,1
Anf. 186 ROGER HADDAD (L),0,,/content/corpus/protocols/201718/prot-201718--131.xml,1
Anf. 15 LOTTA FINSTORP (M),0,,/content/corpus/protocols/201920/prot-201920--45.xml,1
Anf. 17 Socialminister INGELA THALÉN,0,,/content/corpus/protocols/199091/prot-199091--28.xml,1
Anf. 27 Förste vice talman PER WESTER-,0,,/content/corpus/protocols/200203/prot-200203--73.xml,1
Anf. 89 INGER SEGELSTRÖM (s) replik,0,,/content/corpus/protocols/199596/prot-199596--76.xml,1
"till behandling av lagutskott propositionen, nr 77, med förslag
            till lag om ändrad lydelse av $ 34 mom. 4 värnpliktslagen den
            12 juni 1925 (nr 337):",1,ee668750,/content/corpus/protocols/1927/prot-1927--ak--7.xml,0
INGEMUND BENGTSSON fs):,0,715229be,/content/corpus/protocols/197778/prot-197778--45.xml,1
Anf. 35 Utbildningsminister GUSTAV FRIDOLIN (MP),0,,/content/corpus/protocols/201516/prot-201516--54.xml,1
"Anf. 21 Arbetsmarknads- och etableringsminister YLVA JOHANSSON
            (S) replik",0,,/content/corpus/protocols/201617/prot-201617--100.xml,1
Anf. 26 Statsrådet ULF DINKELSPIEL,0,,/content/corpus/protocols/199293/prot-199293--95.xml,1
Anf. 101 Finansminister MAGDALENA ANDERSSON (S),0,,/content/corpus/protocols/201718/prot-201718--32.xml,1
Anf. 35 Försvarsminister PETER HULTQVIST (S),0,,/content/corpus/protocols/201718/prot-201718--113.xml,1
Anf. 97 Justitie- och migrationsminister MORGAN JOHANSSON (S),0,,/content/corpus/protocols/201617/prot-201617--77.xml,1
Anf. 100 THOMAS MORELL (SD) replik,0,,/content/corpus/protocols/202122/prot-202122--42.xml,1
Anf. 57 DANIEL BÄCKSTRÖM (C) replik,0,,/content/corpus/protocols/201617/prot-201617--56.xml,1
SON (s):,0,,/content/corpus/protocols/200001/prot-200001--61.xml,1
Anf. 7 Försvarsminister PETER HULTQVIST (S),0,,/content/corpus/protocols/201516/prot-201516--126.xml,1
Anf. 73 SOFIA FÖLSTER (M),0,,/content/corpus/protocols/201516/prot-201516--110.xml,1
Anf. 93 NOOSHI DADGOSTAR (V),0,,/content/corpus/protocols/201617/prot-201617--43.xml,1
(kds):,0,,/content/corpus/protocols/199293/prot-199293--10.xml,1
herr Waldén:,1,765d1d08,/content/corpus/protocols/1924/prot-1924--ak--4.xml,0
Anf. 146 BENGT ELIASSON (FP),0,,/content/corpus/protocols/201415/prot-201415--42.xml,1
"Herr Anderson i Råstock sade, att Kungl. Maj:",1,e698a2d1,/content/corpus/protocols/1923/prot-1923--ak--32.xml,0
OLLE WÄSTBERG i Stockholm (fp):,0,f7c40a29,/content/corpus/protocols/197980/prot-197980--106.xml,1
Anf. 56 BIRGER LAHTI (V),0,,/content/corpus/protocols/201718/prot-201718--47.xml,1
PETERSON (s),0,,/content/corpus/protocols/199495/prot-199495--85.xml,1
Anf. 42 Justitieminister GUN HELLSVIK,0,,/content/corpus/protocols/199394/prot-199394--22.xml,1
Anf. 70 HANS ROTHENBERG (M),0,,/content/corpus/protocols/202021/prot-202021--122.xml,1
Anf. 13 KATARINA BRÄNNSTRÖM (M) replik,0,,/content/corpus/protocols/201415/prot-201415--42.xml,1
HOLM (s):,0,,/content/corpus/protocols/19992000/prot-19992000--89.xml,1
Anf. 30 Försvarsminister ANDERS BJÖRCK,0,,/content/corpus/protocols/199293/prot-199293--110.xml,1
Budgetministern INGEMAR MUNDEBO:,0,098bcaca,/content/corpus/protocols/197778/prot-197778--29.xml,1
Anf. 92 MARIA GARDFJELL (MP) replik,0,,/content/corpus/protocols/201819/prot-201819--32.xml,1
Anf. 127 Statsrådet MÄRTA STENEVI (MP),0,,/content/corpus/protocols/202021/prot-202021--109.xml,1
Anf. 33 ÅSA LINDESTAM (S) replik,0,,/content/corpus/protocols/201415/prot-201415--39.xml,1
Anf. 32 Justitie- och migrationsminister MORGAN JOHANSSON (S),0,,/content/corpus/protocols/202021/prot-202021--26.xml,1
GREN (s):,0,,/content/corpus/protocols/200102/prot-200102--51.xml,1
