text,tag,hash,file
Mom. E,0,28920780,/content/corpus/protocols/1969/prot-1969--ak--28.xml
"Trots att stora kommunala reformer som 1962 utgjorde huvudargument
              för kommunblockens upprättande vid det här laget är genomförda,
              är jag övertygad om att det praktiskt taget inte föreligger några
              delade meningar om betydelsen av att kommunerna går samman till
              större enheter, under förutsättning att det blir vettiga gränsdragningar.
              De i frågan lämnade motionerna har inte i något avseende tagit
              avstånd från sammanläggningar. Vad motionärerna tar avstånd från
              är det av kommunikationsministern framlagda förslaget att kommunerna
              genom tvångslag skall tvingas till sammanläggningar. Många kommunalmän
              reagerar mot regeringens förslag att i detta sammanhang sätta
              den kommunala självstyrelsen ur spel.",0,c4547ae9,/content/corpus/protocols/1969/prot-1969--ak--25.xml  
"Följer man emellertid reservanternas linje helt och fullt kan
              man hamna i den situationen, att vissa bygder kommer på utvecklingens
              baksida. Det blir stor skillnad i livsvillkoren där och på andra
              håll. I botten på mitt resonemang ligger att man måste skapa så
              likvärdiga villkor som möjligt för människorna. Om man anser detta
              vara det centrala, måste man fundera mycket över hur man skall
              kunna engagera medborgarna. Vid en annan tidpunkt då det blir
              bättre om tid vill jag gärna resonera med herr Wennerfors om detta.",0,abd11c4e,/content/corpus/protocols/1969/prot-1969--ak--25.xml
Nr 22 65,0,a8224e09,/content/corpus/protocols/1969/prot-1969--ak--22.xml
Herr ANDERSSON i Örebro (fp):,1,f6a69f4b,/content/corpus/protocols/1969/prot-1969--ak--20.xml
"nå fram till ett beslut om på vilket sätt det hela skall ordnas.
              Problemet har redan diskuterats i FN.",0,5fa95202,/content/corpus/protocols/1969/prot-1969--ak--18.xml
Utrikesoch handelspolitisk debatt,0,bf0be373,/content/corpus/protocols/1969/prot-1969--ak--13.xml
"Den, som vill, att kammaren bifaller bevillningsutskottets hemställan
            i utskottets. betänkande nr 15, röstar",0,6d9a35c7,/content/corpus/protocols/1969/prot-1969--ak--12.xml
"Med anledning av statsrådets svar, som jag ber att få tacka för,
              vill jag vidare säga att jag finner det egendomligt att utskottet
              den 26 april förra året inte kunde lämna den upplysning som inrikesministern
              i dag har lämnat utan i stället angav andra motiv. Jag hoppas
              att jag får fatta statsrådets upplysning så, att KSA-utredningen
              från «1967 snabbt kommer att beakta kravet i vår motion på rätt
              för facklig organisations representanter att få delta i förhandling
              om avvisad arbetsanvisning, detta trots andra lagutskottets mycket
              otillfredsställande skrivning förra året.",0,29bd7d8e,/content/corpus/protocols/1969/prot-1969--ak--10.xml
"Det sägs i utskottets betänkande, att sjömansbeskattningen tillkom
              som ett resultat av ett nordiskt samarbete. Detta visar att det
              finns möjlighet att gå samma väg när det gäller våra fiskare att
              på nordisk bas få fram bättre villkor också i vårt land. Större
              delen av våra fiskare bedriver ju sitt fiske långt från våra egna
              kuster — exempelvis bedriver större delen av våra västkustfiskare
              sitt fiske i vad som när det gäller sjömansskatten kallas fjärrfart,
              alltså bortom Hanstholm—Lindesnäs i Nordsjön och längre ut.",0,b9cae3ea,/content/corpus/protocols/1969/prot-1969--ak--10.xml
"våra inlägg så här i slutet av debatten. Därför skall jag instämma
              i vad fru Lindström sade beträffande den del av utskottsutlåtandet
              där utskottet säger att man inte är beredd att på det underlag
              som nu står till buds göra några principiella uttalanden. Det
              hade väl i och för sig inte varit mer att säga om detta än vad
              fru Lindström sade. Men när fröken Mattson avstod från sitt yrkande
              lade hon in i fru Lindströms uttalande en tolkning som jag kanske
              inte riktigt fattade. För säkerhets skull vill jag säga att man
              inte kan tolka in någonting annat än det som står där, nämligen
              att utskottet inte är »berett att på det underlag som nu står
              till buds göra några närmare ståndpunktstaganden». Vi har avvisat
              både justitieministerns propåer i olika hänseenden och en motion
              i ärendet — en motion som på visst sätt låg mig ganska nära. Jag
              har tyckt att det varit lojalt att behandla båda förslagen, från
              justitieministern och motionärerna, på samma sätt.",0,d2cba221,/content/corpus/protocols/1968/prot-1968-höst-fk--44.xml
"Denna rätt till värdeminskningsavdrag gör det möjligt för en
              köpare av en skogsfastighet att omgående efter köpet avverka stora
              delar av skogsbeståndet utan att betala någon skatt på likviden
              och sedan skaffa sig skattekredit på tillväxten en mansålder framåt.
              Det finns dock en hake också här. Skogsvårdslagen kräver en viss
              kontinuitet i avverkningarna, och en totalavverkning av en skogsägares
              hela område kan stöta på motstånd. Detta behöver dock inte vara
              fallet om fastighetsägaren vid sidan av sitt nyinköpta skogsskifte
              också har annan skog.",0,79c5cf6d,/content/corpus/protocols/1968/prot-1968-höst-fk--34.xml
"Då emellertid herr Svedberg, Erik, begärde rösträkning, verkställdes
            nu votering medelst omröstningsapparat; och befunnos vid omröstningens
            slut rösterna hava utfallit sålunda:",0,be6e83fc,/content/corpus/protocols/1968/prot-1968--fk--25.xml
"Sedan överläggningen ansetts härmed slutad, yttrade herr talmannen,
            att med anledning av vad därunder yrkats propositioner komme att
            framställas särskilt beträffande vardera punkten av utskottets
            i förevarande utlåtande gjorda hemställan.",0,052cd102,/content/corpus/protocols/1968/prot-1968--fk--22.xml
"Herr Ahlmark ställde frågan om jag var beredd att, om det skulle
              visa sig att det inte kan skapas sådana föreskrifter som vi båda
              är intresserade av, ändå försöka genom internationella överenskommelser
              åstadkomma ett förbud. Jag misstänker att herr Ahlmark är överens
              med mig om att det här gäller ganska besvärliga internationella
              frågor inte minst rättsligt sett, därför att det ju finns frågor
              som vi inte kan besluta i på det sättet att vi tar över vad som
              är folkrättsliga principer, utan vi är i detta sammanhang hänvisade
              till att lösa dessa problem förhandlingsvägen. Jag vill för min
              del säga att det naturligtvis inte förefaller så välbetänkt att
              för närvarande försöka dra en godtycklig gräns vid en viss tonnagestorlek
              utan att ha tillgång till ett bättre underlag för bedömningarna
              än vi nu har. Jag tror att ett mera reellt underlag kommer att
              va-",0,a53949d4,/content/corpus/protocols/1968/prot-1968--fk--21.xml
"Men av någon alldeles underlig anledning drar den stora staden
              Stockholm som en magnet när det gäller etablering av olika slag
              av verksamheter på det administrativa planet. Tyvärr är ju så
              inte fallet enbart med statsförvaltningen. Så är t. ex. jordbrukarnas
              hela ekonomiska föreningsrörelse koncentrerad och samlad i denna
              stad. Jag går så långt som att säga, att det naturligtvis hade
              gått lika bra att etablera den nya Jordbrukets bank i Linköping
              eller Falköping som i Stockholm. Det går naturligtvis att ha Lantbrukets
              tidskriftsförlag i Borås eller Ulricehamn i stället för att ha
              det här nere i Klara. I detta avseende stöter vi på alla håll
              på samma svårighe-",0,49d6e3b4,/content/corpus/protocols/1968/prot-1968--fk--20.xml
"nr 72, av herr Hedström m. fl., om ökad statlig företagsamhet
            i Norrbotten;",0,b2abe156,/content/corpus/protocols/1968/prot-1968--fk--2.xml
"25. beträffande inkomstprövning, att riksdagen måtte avslå motionerna
            I: 325 och II: 427 samt I: 334 och II: 410, de två förstnämnda
            såvitt nu vore i fråga,",0,a68760af,/content/corpus/protocols/1968/prot-1968--fk--19.xml
"nr 305, av herrar Lothigius och Bengtson i Solna, i anledning
            av Kungl. Maj:ts framställning om anslag till Statens trafiksäkerhetsverk:
            Förvaltningskostnader,",0,b298a1d8,/content/corpus/protocols/1968/prot-1968--ak--4.xml
"Herr talman! Med hänsyn till att det ännu återstår 69 talare
              på talarlistan skall jag inskränka mig till att upplys-",0,33969e8a,/content/corpus/protocols/1968/prot-1968--ak--3.xml
"Polisen arbetar sålunda under tidsmässigt mycket pressande förhållanden,
              i synnerhet i storstäderna. I Stockholm ökar bekymren inte minst
              genom den personalkrävande kontinuerliga ambassadbevakningen,
              genom de ständiga demonstrationerna och genom den kraftiga bevakning
              som måste till på tunnelbanestationerna och som tyvärr ändå visar
              sig otillräcklig.",0,901d25ea,/content/corpus/protocols/1968/prot-1968--ak--3.xml
Mom. 2,0,ded38718,/content/corpus/protocols/1968/prot-1968--ak--26.xml  
"Kan man gardera sig mot kursrisker tvingas man inte avvika från
              normala betalningsrutiner. Krängningarna — om jag får kalla de
              snabba förändringarna i valutareserven så — blir mindre. Och att
              krängningar inte kommer till stånd är väsentligt för att utlandet
              skall behålla tilltron till att det svenska statsskeppet rör sig
              lugnt och tryggt framåt.",0,a6a2bc70,/content/corpus/protocols/1968/prot-1968--ak--22.xml
"c) till Bidrag till De handikappades riksförbund ett anslag av
              300 000 kr.,",0,368eeb7f,/content/corpus/protocols/1968/prot-1968--ak--22.xml
Onsdagen den 24 april em.,0,967fe1ac,/content/corpus/protocols/1968/prot-1968--ak--19.xml
8 d Naturvårdsforskningens organisation,0,43320826,/content/corpus/protocols/1968/prot-1968--ak--18.xml
"Jag nämnde att en del är romantiska — jag tycker att många talare
              faktiskt lever i en romantisk drömvärld. Själv har jag växt upp
              i en älvdal och sett dessa vatten sedan jag var liten — men jag
              har inte sett något annat kring dem än fattigdom, arbetslöshet
              och elände, fram till en mycket sen tidpunkt; det var först under
              senare hälften av 1940-",0,d9eeea39,/content/corpus/protocols/1967/prot-1967-höst-fk--47.xml
"betydande svårigheter, så betydande att en reform i dag bara
              skulle bli en reform på papperet, och det slags reformer har vi
              väl redan haft nog av. Vad det i dag är fråga om är att avgöra,
              om det nu är dags eller inte att sätta i gång den utredning som
              säkerligen kommer att ta sin rundliga tid men som är absolut ofrånkomlig,
              om vi skall kunna lösa det problem som aktualiserades redan av
              1957 års skolberedning, alltså för tio år sedan.",0,8e8d230e,/content/corpus/protocols/1967/prot-1967-höst-fk--45.xml
"Jag skulle vilja be statsrådet Aspling att inte vänta med att
              reformera i det fall där jag har bett om en förändring utan snarast
              försöka ta bort den avgift som denna kategori pensionärer nu får
              erlägga för sjukhusvistelse. I min interpellation angav jag som
              exempel, att man har låtit det gå till utmätning hos en gammal
              invalid. Denne hade fått ena benet amputerat, han hade mist synen
              på ena ögat, var sedan gammalt invalidiserad i sina händer och
              hade tvingats till upprepade sjukhusvistelser, vilket har gjort
              att han inte längre har rätt till kostnadsfri sjukhusvård. När
              han kom ut blir han krävd på många hundra kronor, som han inte
              kan ta ur sin pension. Han måste därför gå till välgörande institutioner
              eller vänta på att man skall utmäta hans egendom för att han skall
              kunna betala avgiften. Detta passar inte i vår tid. Vi har råd
              att låta denna kostnadsfria förmån utsträckas även till den kategori
              jag har nämnt. Det verkar som om det inte fanns riktig likhet
              inför lagen för de människor som drabbas i detta sammanhang.",0,88646246,/content/corpus/protocols/1967/prot-1967-höst-ak--48.xml
"De mindre företagen besitter en inneboende dynamik och stora
              expansionsförutsättningar, vilka utnyttjade på rätt och målmedvetet
              sätt skulle innebära betydande tillskott i vår produktion och
              sysselsättning. Dessa expansionsförutsättningar hämmas emellertid
              av bristande tillgång på kapital, såväl eget som främmande. Det
              egna kapitalet inom den mindre industrin ligger under 10 procent
              av det i företaget arbetande kapitalet, medan i storföretagen
              motsvarande andel ligger vid 40 procent eller högre.",0,1eb62941,/content/corpus/protocols/1967/prot-1967-höst-ak--47.xml
Nr 47 65,0,7361ac77,/content/corpus/protocols/1967/prot-1967-höst-ak--47.xml
"Jag behöver inte läsa upp hela artikeln och namnge vilka det
              är fråga om, men den visar att det svenska samhället icke kunnat
              fungera på ett helt rik-",0,88491206,/content/corpus/protocols/1967/prot-1967-höst-ak--41.xml  
Herr KELLGREN (s) kort genmäle:,1,96f55342,/content/corpus/protocols/1967/prot-1967-höst-ak--40.xml
"Jag skulle också i detta sammanhang vilja säga ett par ord om
              Portugal. Portugal är vad nationalinkomsten per invånare beträffar
              närmast ett u-land. Den är ungefär en sjättedel av Sveriges. Den
              är lägre än i länder som Cypern och Mexiko och på ungefär samma
              nivå som t. ex. Albanien, Kuba och Costa Rica. Samtidigt anser
              sig Portugal ha råd med att år efter år fortsätta ett grymt kolonialkrig
              i Afrika. Detta är den position som en nu åldrande diktator lett
              Portugal till. Så länge dessa förhållanden består måste jag med
              djup olust betrakta etableringen av svenska företag i Portugal.
              Jag tror också att det vore kortsynt att se de politiska förhållandena
              i Portugal som stabila på något längre sikt. Och för politiska
              risker i det landet finns inte och kommer inte under den nuvarande
              regimen där att finnas några svenska garantier.",0,c7ea6473,/content/corpus/protocols/1967/prot-1967-höst-ak--40.xml
Vidare anförde:,0,0c9866f8,/content/corpus/protocols/1967/prot-1967-höst-ak--38.xml
"nr 292, av herr Werner, om höjt anslag till Allmänna barnbidrag;",0,028718d8,/content/corpus/protocols/1967/prot-1967--fk--4.xml
"I svaret framhåller statsrådet att departementens tjänstemän
              «ingalunda saknar vetskap om vad som sker inom Nordiska rådet.
              Eftersom jag redan påpekat att jag är medveten om justitieministerns
              stora intresse för de nordiska frågorna hoppas jag justitieministern
              skall förmå sina kolleger att visa en mera positiv inställning
              än vad svaret låter antyda.",0,30ab140b,/content/corpus/protocols/1967/prot-1967--fk--30.xml
"givit, att de avstode från att rösta.",0,e25a15aa,/content/corpus/protocols/1967/prot-1967--fk--29.xml  
delningen är trots allt inte det väsentliga.,0,f066cef9,/content/corpus/protocols/1967/prot-1967--fk--29.xml
"nr 96, i anledning av Kungl. Maj:ts proposition angående hälsooch
            sjukvård samt motionsverksamhet för studerande jämte i ämnet väckta
            motioner;",0,f9c89100,/content/corpus/protocols/1967/prot-1967--fk--25.xml
"Föredrogos och bordlades ånyo statsutskottets utlåtanden nr 61
            och 62, bevillningsutskottets betänkanden nr 28 och 34—36 samt
            memorial nr 40 ävensom andra lagutskottets utlåtanden nr 30 och
            37—40.",0,a0c97eea,/content/corpus/protocols/1967/prot-1967--fk--23.xml
"Herr talman! Herr Dahlén inledde denna debatt bl. a. med en punktuppräkning.
              Det var sammanlagt åtta punkter. Meningen var väl den att endast
              mittenpartiernas bud skulle kunna garantera genomförandet av dessa
              punkter. Låt mig först konstatera att differensen i kronor mellan
              de två buden — det har flera gånger tidgare här framhållits —
              är högst tio miljoner, på en totalsumma av 403 miljoner kronor,
              eller 2 1/2 procent. Talet om att den marginalen har sådan tyngd
              och sådan betydelse att arbetet med det här åttapunktsprogrammet
              står och faller med mittenbudet är självfallet orimligt, även
              om det sätt på vilket herr Dahlén framförde sin deklaration nästan
              gav sken av detta. När jag fastställde differensen till maximalt
              10 miljoner blir det självfallet indirekt en moralisk förpliktelse
              för mig när den situationen uppkommer, att de nu överförda 40
              miljonerna skall återanskaffas, d. v. s. 40-miljonershålet skall
              fyllas igen, att då aktivt medverka till detta. Jag är positiv
              till herr Dahléns sju första punkter och negativ till den åttonde,
              i varje fall om min tolkning är riktig.",0,347a81cd,/content/corpus/protocols/1967/prot-1967--fk--21.xml
"I denna punkt hade utskottet hemställt, att riksdagen måtte,
            med bifall till Kungl. Maj:ts i ämnet framlagda förslag samt med
            avslag å motionerna I: 143, av fru Diesen och herr Lidgard, samt
            II:185, av herr Nordstrandh, nämnda motioner såvitt nu vore i
            fråga, till Konstnärsstipendier för budgetåret 1967/68 anvisa
            ett reservationsanslag av 2874 000 kronor.",0,1ee0ba0d,/content/corpus/protocols/1967/prot-1967--fk--20.xml
"Jag kan inte neka till, herr talman, att när jag läste propositionen
              kom jag att tänka på min barndom. Jag är uppvuxen i ett industrioch
              brukssamhälle, där det bl. a. fanns en läderfabrik. Jag kände
              ganska väl en man som arbetade där — en hygglig, rejäl och bra
              karl. Han och jag brukade tala om alla möjliga ting, kanske inte
              riktigt från samma utgångspunkter, men jag tyckte att det alltid
              var värdefullt att resonera med honom. Beträffande problemet om
              vad som är produktivt eller inte sade han, att det inte går att
              förneka att det är »vi som står ute i fabriken som gör jobbet.
              Vad skulle de där som sitter på kontoret eller som reser omkring
              och",0,dc0eab79,/content/corpus/protocols/1967/prot-1967--ak--8.xml
"Under år 1965 erhöll Nationalföreningen 1 940 109 kr. i bidrag
            från lyxtelegramförsäljningen, vilket motsvarar över hälften av
            föreningens totala inkomster. Det är uppenbart att Nationalföreningens
            verksamhet äventyras därest detta bidrag upphör.",0,ca481e88,/content/corpus/protocols/1967/prot-1967--ak--6.xml
"Emellertid har jag ju i mitt svar antytt att vi i annat sammanhang
              får titta närmare på dessa frågor. När jag ser till de praktiska
              konsekvenserna så som fru Torbrink nu har skildrat dem, måste
              jag nog för min del säga att civilförsvarsstyrelsen vid våra underhandskontakter
              förklarat att det inte kommer att möta något hinder att separat
              lösa barnstugornas skyddsrumsfrågor. Därmed bör det bli möjligt
              att undvika den fördröjning i byggandet som fru Torbrink tydligen
              ser som en olägenhet och som synes vara hennes huvudargument i
              sammanhanget. Det kan då bli antingen en friliggande anläggning
              eller ett skyddsrum i någon näraliggande byggnad.",0,2b22bced,/content/corpus/protocols/1967/prot-1967--ak--5.xml
"Ser man på rymningsstatistiken är det fantastiskt hur ofta de
              rymmer, ibland omedelbart efter att ha blivit återförda. En elev
              rymde 14 gånger förra året och 9 gånger fram till den 9 maj",0,fc50efe4,/content/corpus/protocols/1967/prot-1967--ak--32.xml
"nr 42, över motioner i anledning av Kungl. Maj:ts proposition
            angående komplettering av riksstatsförslaget för budgetåret 1967/68,
            m. m.; samt",0,d4da88f5,/content/corpus/protocols/1967/prot-1967--ak--32.xml
Svar på interpellation ang. koncession för eldistribution,0,2fd3ac70,/content/corpus/protocols/1967/prot-1967--ak--30.xml
"Herr talman! I den sittande svävarutredningen samlas självfallet
              en mängd erfarenhetsmaterial om svävarnas utveckling och användningsmöjligheter.
              Detta är ju själva förutsättningen för att man skall kunna utfärda
              regler för dem. Att tillsätta ytterligare en utredning har vi
              i varje fall i dagens läge inte funnit motiverat. Det får också
              vara någon spärr vid tillsättandet av utredningar — inte minst
              med tanke på den brist på lämpligt folk som vi har.",0,19e75e95,/content/corpus/protocols/1967/prot-1967--ak--30.xml
"Jag tycker som herr Nilsson att det varit önskvärt att få detaljbesked
              om vilket stöd samhället avser att ge inkomstsvaga grupper för
              att dessa skall kunna öka sin bostadsefterfrågan. Det är alltid
              svårt att finna goda formuleringar på detta område. Jag tror inte
              — vilket jag vill understryka — att det finns något stöd i proposition
              nr 100 eller i lagrådsremissen för en generell lyftning av den
              totala hyresnivån. I enskilda fall kommer det att bli justeringar,
              vilka i och för sig kan utgöra anledning för samhället att se
              över familjebostadsbidragen — alltså familjepolitiken. Vi har
              också anledning att se till att människor — t. ex. barnfamiljer,
              som blir inkomstsvaga genom att de har stor försörjningsbörda,
              åldringar 0. s. v. — som i dag inte har resurser att betala en
              god bostad får möjligheter därtill. Nu är utredningen inte färdig,
              men den kommer till hösten och regeringen har lovat att skriva
              propositionen så att effekten av detta förslag kommer att sammanfalla
              med de eventuella förändringar i enskilda hyresfall som kan inträffa.
              Dessa fall kommer ju inte att uppträda förrän tidigast 1970. Under
              åren 1968—1969 kan teoretiskt sådana fall inträffa men inte i
              praktiken.",0,a532210c,/content/corpus/protocols/1967/prot-1967--ak--30.xml
gon del av perioden har vi fått hålla utvecklingen tillbaka.,0,b64fcf66,/content/corpus/protocols/1967/prot-1967--ak--3.xml
Fredagen den 19 maj 1967 em.,0,f1abf4e9,/content/corpus/protocols/1967/prot-1967--ak--29.xml
Justerades protokollet för den 6 innevarande april.,0,b1259a12,/content/corpus/protocols/1967/prot-1967--ak--20.xml
"Hur skall jag då resa vidare? kommer väl resenären att fråga.
              Och svaret blir förmodligen: Det får du avgöra själv. Vi har inget
              intresse av om du kommer hem eller inte.",0,09a8a9bc,/content/corpus/protocols/1967/prot-1967--ak--2.xml
"Jag skulle kunna fortsätta uppräkningen; det vore inte så svårt.
              Men jag tror att dessa illustrationer är tillräckliga för att
              belysa vad jag skulle vilja kalla regeringsansvarets urholkning
              under den Erlanderska regimens senare år. När tidskriften Tiden
              i sitt oktobernummer förra året skrev att det blottade missnöjet
              med socialdemokratiens förmåga inte kunde ledas tillbaka till
              någon särskild fråga som ensam förklaring, hade tidningen säkert
              rätt. Den hänvisade i stället till den samlade effekten av behandlingen
              av en rad olika och för det svenska samhället väsentliga problem.
              Den nämnde t. ex. prisstegringarna, bostadsbristen, andra köföreteelser,
              jordbrukspolitiken, inställningen till tjänstemännen o.s.v. Jag
              tror att även den senare förklaringen är en ganska missvisande
              framställning.",0,2f8a2b69,/content/corpus/protocols/1967/prot-1967--ak--2.xml
$16,0,56a4a923,/content/corpus/protocols/1967/prot-1967--ak--17.xml
"Herr talman! Under denna punkt finns det en hel rad reservationer,
              men för att spara tid skall jag ta dem i ett sammanhang. Punkten
              gäller televerkets anslagsbehov.",0,5bf04c7c,/content/corpus/protocols/1967/prot-1967--ak--16.xml
"Beträffande olaga innehav och överlåtelse av vapen har utskottet
              hänvisat till att riksåklagaren och rikspolisstyrelsen ämnar göra
              en gemensam framställning till Kungl. Maj:t med hemställan om
              skärpning av straffet för sådant innehav och för överlåtelse av
              vapen: Något initiativ från riksdagens sida skulle därför inte
              vara erforderligt.",0,bdb89cef,/content/corpus/protocols/1967/prot-1967--ak--14.xml
Vad utskottet hemställt bifölls.,0,350ee090,/content/corpus/protocols/1967/prot-1967--ak--14.xml
"3"" — Andra kammarens protokoll 1967. Nr 12",0,da3bcff0,/content/corpus/protocols/1967/prot-1967--ak--12.xml
"Jag vill också understryka att Karlskrona framdeles liksom hittills
              kommer att uppmärksammas i rådgivningsoch upplysningsverksamheten
              rörande lokaliseringsfrågor. De industrilokaler",0,2d51c64a,/content/corpus/protocols/1967/prot-1967--ak--11.xml
"Ang. rundradions fortsatta verksamhet, m. m.",0,3d6782d6,/content/corpus/protocols/1966/prot-1966-höst-fk--39.xml
"Jag instämmer med herr Yngve Persson när han säger, att en förkortning
              av veckoarbetstiden för många grupper i landet är en nödvändig
              sak. Det råder ingen tvekan om det; det finns människor som har
              speciellt krävande arbete",0,a819265e,/content/corpus/protocols/1966/prot-1966-höst-fk--35.xml
Föredrogos ånyo jordbruksutskottets utlåtanden:,0,6d3abf93,/content/corpus/protocols/1966/prot-1966-höst-fk--35.xml
"Herr Stefanson begärde votering, i anledning varav uppsattes
            samt efter given varsel upplästes och godkändes en så lydande
            omröstningsproposition:",0,00a386bb,/content/corpus/protocols/1966/prot-1966-höst-fk--33.xml
"Utredningen har således fastnat för den differentierade schablonmetoden
              som också innefattas i föreliggande förslag. Vi är beredda att
              acceptera denna, men vi kan inte acceptera den nedre gränsen för
              skärpt beskattning som enligt propositionen skulle dras vid 100
              000 kronor.",0,ab655112,/content/corpus/protocols/1966/prot-1966-höst-ak--38.xml  
"Då framträder den uttalade uppfattningen att om några begränsningar
              skall komma i fråga bör de gälla dylika påträngande media. Men
              jag kan fortfarande inte finna att detta överensstämmer med vad
              som sägs i annat sammanhang, nämligen att yttrandefriheten i princip
              inte har ett annat innehåll eller en annan omfattning för radion",0,b4b2f154,/content/corpus/protocols/1966/prot-1966-höst-ak--38.xml
80 Nr 9,0,82820ecd,/content/corpus/protocols/1966/prot-1966--fk--9.xml
Herr TISTAD (fp):,1,7a532ab1,/content/corpus/protocols/1966/prot-1966--fk--25.xml
"Ang. den ekonomiska politiken, m. m.",0,f8885946,/content/corpus/protocols/1966/prot-1966--fk--23.xml
"Med detta, herr talman, yrkar jag bifall till utskottets förslag.",0,2ae394e6,/content/corpus/protocols/1966/prot-1966--fk--21.xml
Punkterna 4—6 Vad utskottet hemställt bifölls.,0,2639ae1c,/content/corpus/protocols/1966/prot-1966--fk--18.xml
Fredagen den 1 april 1966,0,351deeee,/content/corpus/protocols/1966/prot-1966--fk--15.xml
Nr 14 89,0,8196fb83,/content/corpus/protocols/1966/prot-1966--fk--14.xml
"Vad gäller de 10 procenten vill jag säga att en marginal naturligtvis
              medger större rörlighet för verkets investeringar. Det blir litet
              mer svårhanterligt om man varje gång skall behöva vända sig till
              riksdagen, och det är detta som motiverar denna marginal med 10
              procent.",0,77cb6238,/content/corpus/protocols/1966/prot-1966--fk--14.xml
"Herr talman! Anledningen till att motionerna I: 91 och II: 128
              väckts är att det rått stor tveksamhet om huruvida den tillsatta
              pensionsförsäkringskommittén enligt sina direktiv även har att
              göra en översyn av de inkomstprövade bostadstilläggen. Inom kommittén
              hade man själv närmast den uppfattningen, att den frågan inte
              låg inom ramen för kommitténs uppgifter. Det var för att få klarhet
              på den punkten och för att få de behovsprövade bostadstilläggen
              omprövade som motionerna väcktes. I andra lagutskottets utlåtande
              har vi nu fått fastslaget, att pensionsförsäkringskommittén också
              har i uppdrag att överväga frågan om folkpensionshöjningar som
              bygger på inkomstprövning. Med detta känner sig motionärerna nöjda.
              Vi vet att frågan nu kommer att tas upp, och vi hoppas att de
              hinder och svårigheter som i dag föreligger då kommer att undanröjas.",0,5f7237a4,/content/corpus/protocols/1966/prot-1966--ak--9.xml  
"Med anledning av att herr Hamrin i Jönköping talade om att de
              politiska instanserna inte har fått göra sin röst hörd, vill jag
              framhålla att den möjligheten finns ju här i kammaren. Men jag
              vill också erinra om att landstingen inte är helt opolitiska.
              Förvaltningsutskotten som har yttrat sig består ju av politiskt
              anslutna personer. De har antagligen tagit kontakt med sina distriktsorganisationer,
              när det gäller valkretsärenden. Även om jag håller med om att
              kammarkollegiet inte kan betraktas som ett politiskt organ måste
              jag ändå ge landstingens förvaltningsutskott beteckningen politiska
              organ.",0,03e98e99,/content/corpus/protocols/1966/prot-1966--ak--7.xml
"nister. Med hänsyn till att det nu på riksdagens begäran sitter
              en stor kommitté, som har att undersöka om det är en framkomlig
              väg att pressa ned missbruket genom skattehöjningar eller om man
              skall använda andra vägar och andra metoder, så tycker jag nog
              att oppositionens förslag på denna punkt är ett hårdare föregripande
              av kommitténs förutsättningslösa bedömningar än vad som är lämpligt
              och erforderligt. Regeringsförslaget är därvidlag rimligare, ty
              det förändrar inte den bakomliggande uppfattning som kammaren
              har varit ense om, nämligen att spritpriserna skall följa med
              andra priser. Går man ifrån den principen har man kommit in på
              ett nykterhetspolitiskt ställningstagande, som jag inte skulle
              vilja ha avgjort så här improvisationsmässigt i riksdagen, när
              det sitter en kommitté som har att fundera över denna fråga och
              göra statistiska undersökningar, utredningar och överväganden.",0,766ffce6,/content/corpus/protocols/1966/prot-1966--ak--5.xml
Vidare anförde:,0,d56ad76e,/content/corpus/protocols/1966/prot-1966--ak--20.xml
"ursprungligen beräknade tiden för utredning av denna fråga —
              enligt uppgift inte mindre än fem år — nu kan minskas till bara
              ett år, vilket i så fall innebär ett verkligt framsteg. Möjligen
              kan detta vara en följd av att motionen har väckts.",0,91e1722b,/content/corpus/protocols/1966/prot-1966--ak--17.xml
Kammaren hade alltså bifallit utskottets hemställan.,0,b1defce8,/content/corpus/protocols/1966/prot-1966--ak--16.xml
Herr LINDHOLM (s) kort genmäle:,1,e5291a91,/content/corpus/protocols/1966/prot-1966--ak--11.xml
"Det är visserligen sant att det har rått relativt stor enighet
              när det gällt tillkomsten av en hel del av verksamheten, men det
              hindrar ju inte att man kan ta tidigare beslut under omprövning
              när förhållandena ändras.",0,15e87e3f,/content/corpus/protocols/1965/prot-1965-höst-fk--35.xml
"Vi har ändå, både herr Lassinantti",0,23c5518c,/content/corpus/protocols/1965/prot-1965-höst-ak--42.xml
"Detta var innebörden av mitt svar. De övriga deklarationer jag
              gjort från andra talarstolar än denna behöver jag ju inte upprepa.",0,a332004d,/content/corpus/protocols/1965/prot-1965-höst-ak--39.xml
"Jag ber än en gång att få tacka statsrådet för svaret,",0,50483c49,/content/corpus/protocols/1965/prot-1965-höst-ak--39.xml
"i anledning av talmanskonferensens skrivelse med överlämnande
            av en från riksdagens organisationsutredning inkommen utredning
            med vissa förslag rörande effektivisering av riksdagsarbetet,
            motionen nr 963, av herrar Bergman och Franzén i Motala;",0,7577f0e1,/content/corpus/protocols/1965/prot-1965-höst-ak--38.xml
"ring i kommunal och ecklesiastik indelning, m. m., och",0,5434a8f4,/content/corpus/protocols/1965/prot-1965-höst-ak--37.xml
